dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,lambda
physionet_eegmmidb_real,knn__k3,tv,0.2,0,3.867712682897776e-06,1.2011660583560955e-05,13.04504771903423,8.196129346186802e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.4250258000101894,0.05
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,0,6.658061826251669e-06,1.1325286157821677e-05,13.856466472557992,8.16625641840268e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.01692429999820888,0.05
physionet_eegmmidb_real,knn__k3,trss,0.2,0,1.4248277476455446e-06,5.013572738566391e-06,21.559335936977835,3.573231723861333e-05,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.09777740000572521,0.05
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,0,1.3703660322919406e-05,1.8498331806119213e-05,9.657578880985042,0.00013061471431002932,"{""alpha"": 0.05, ""beta"": 0.5}",,5,6.298598600013065,0.05
physionet_eegmmidb_real,knn__k3,tv,0.2,1,3.8094147277226157e-06,1.185634125153507e-05,13.225796278604554,7.75252999033343e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.3424881999962963,0.05
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,1,6.59166085671668e-06,1.1232348957330768e-05,13.915760205544066,7.960304063704163e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.013210999997681938,0.05
physionet_eegmmidb_real,knn__k3,trss,0.2,1,1.391535000213363e-06,4.860130528335975e-06,21.115831187893658,3.372186699488034e-05,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.019165799996699207,0.05
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,1,1.3716022711203451e-05,1.851983363375601e-05,9.641653625492664,0.0001301430131945609,"{""alpha"": 0.05, ""beta"": 0.5}",,5,6.513425299999653,0.05
physionet_eegmmidb_real,knn__k3,tv,0.2,2,3.8070409336349053e-06,1.175728918108642e-05,13.192714480027016,7.897494178127881e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.33113310000044294,0.05
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,2,6.586294707012029e-06,1.1064637935886131e-05,13.930990634403917,8.063265517941727e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.008865800002240576,0.05
physionet_eegmmidb_real,knn__k3,trss,0.2,2,1.3251891997949677e-06,4.477812834935873e-06,21.793511864321474,3.298963414268363e-05,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.016250200002104975,0.05
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,2,1.3671899843915274e-05,1.8404993932840192e-05,9.727105612520225,0.0001289063892145602,"{""alpha"": 0.05, ""beta"": 0.5}",,5,7.928188999998383,0.05
physionet_eegmmidb_real,knn__k3,tv,0.2,3,4.024605082766718e-06,1.2359372352100677e-05,13.03179918404762,8.181811602510781e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.1475977999944007,0.05
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,3,6.635533946763474e-06,1.1277778966998414e-05,13.97277618618529,8.069940499335288e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.014852800013613887,0.05
physionet_eegmmidb_real,knn__k3,trss,0.2,3,1.4399826417659787e-06,4.877870491212979e-06,21.648548026201116,3.7875491180879165e-05,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.0171593999984907,0.05
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,3,1.3755515356169367e-05,1.8543226329507014e-05,9.70720181811249,0.00013166253646135215,"{""alpha"": 0.05, ""beta"": 0.5}",,5,11.97730159999628,0.05
physionet_eegmmidb_real,knn__k3,tv,0.2,0,3.9656753924098815e-06,1.2305566730253035e-05,12.86149897068079,8.33205718094344e-05,"{""lam"": 0.1, ""n_iter"": 30}",,5,0.15721039999334607,0.1
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,0,8.090337409630255e-06,1.2356136274105928e-05,13.257463126670338,9.020993698537472e-05,"{""alpha"": 0.1, ""beta"": 0.1}",,5,0.008572999999159947,0.1
physionet_eegmmidb_real,knn__k3,trss,0.2,0,1.5812721157858293e-06,5.378806834810289e-06,20.663210321095033,3.9139323927056496e-05,"{""alpha"": 0.1, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.016649600001983345,0.1
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,0,1.6168025252608366e-05,2.1494396993925887e-05,8.149911612884578,0.00015109334199880497,"{""alpha"": 0.1, ""beta"": 0.5}",,5,10.52603999999701,0.1
physionet_eegmmidb_real,knn__k3,tv,0.2,1,3.9114616099086645e-06,1.2147204318290804e-05,13.034700196201436,7.918672926792239e-05,"{""lam"": 0.1, ""n_iter"": 30}",,5,0.15863309999986086,0.1
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,1,8.0345506772414e-06,1.2262014385097768e-05,13.32135700223923,8.857748660999075e-05,"{""alpha"": 0.1, ""beta"": 0.1}",,5,0.008419200006756,0.1
physionet_eegmmidb_real,knn__k3,trss,0.2,1,1.54535920033248e-06,5.249552549823578e-06,20.31149967024837,3.698965518956588e-05,"{""alpha"": 0.1, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.017263899993849918,0.1
