dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec
physionet_eegmmidb_real,knn__k3,mean,0.2,0,4.1027343749999996e-06,1.2723943657038881e-05,12.607840552159239,8.528107809412185e-05,{},,5,0.002378399993176572
physionet_eegmmidb_real,knn__k3,nearest,0.2,0,4.713932291666667e-06,1.4842089819440296e-05,11.540641442481212,9.524501039581843e-05,{},,5,0.004124300001421943
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,0,7.568791025743425e-06,1.2648399029606693e-05,13.064562274164606,8.958352390925063e-05,"{""alpha"": 0.1}",,5,0.006318300002021715
physionet_eegmmidb_real,knn__k3,tv,0.2,0,4.027970664510943e-06,1.2495370493034474e-05,12.74545091182346,8.422065474046186e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14416150000761263
physionet_eegmmidb_real,knn__k3,trss,0.2,0,2.682976661081553e-06,8.570661165771201e-06,16.149461283497033,6.215655581192114e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01868079999985639
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,0,1.3185098213904679e-05,1.737137472853628e-05,10.651977308582609,0.00012444546134674896,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.007975100001203828
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,0,2.5291162654427296e-05,3.254858093838913e-05,4.281074002437844,0.0002316961469469151,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.4884957000031136
physionet_eegmmidb_real,knn__k3,mean,0.2,1,4.053854166666666e-06,1.2562885618045056e-05,12.771545140918112,8.14038183392027e-05,{},,5,0.002111900001182221
physionet_eegmmidb_real,knn__k3,nearest,0.2,1,4.6e-06,1.4915752998088967e-05,11.3779948079679,9.58774423085023e-05,{},,5,0.004179299998213537
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,1,7.525943134116952e-06,1.2621034189352128e-05,13.129104486664112,8.84422637228877e-05,"{""alpha"": 0.1}",,5,0.006064200002583675
physionet_eegmmidb_real,knn__k3,tv,0.2,1,3.975856934327887e-06,1.2335586512268419e-05,12.914079491849956,8.023337597350083e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.1425048999954015
physionet_eegmmidb_real,knn__k3,trss,0.2,1,2.6502689752712937e-06,8.54177379355542e-06,16.101047921450164,5.839819799567026e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.019168500002706423
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,1,1.3171746602184047e-05,1.7297727298806677e-05,10.695309287274531,0.00012422940600961867,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.007955000008223578
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,1,2.531811922530375e-05,3.265472587006798e-05,4.240606433114159,0.00022893200303194345,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.3428027000045404
physionet_eegmmidb_real,knn__k3,mean,0.2,2,4.047565104166667e-06,1.2495214292213372e-05,12.718900992918591,8.25926193848159e-05,{},,5,0.0019728000042960048
physionet_eegmmidb_real,knn__k3,nearest,0.2,2,4.630338541666667e-06,1.4700858287018482e-05,11.450782951690305,9.958236740030855e-05,{},,5,0.004743900004541501
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,2,7.519956824307754e-06,1.2460888013548187e-05,13.1108689160151,9.035688617954297e-05,"{""alpha"": 0.1}",,5,0.0057446999999228865
physionet_eegmmidb_real,knn__k3,tv,0.2,2,3.970175833975511e-06,1.225951974427566e-05,12.866087325966406,8.143151361070244e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.13999979999789502
physionet_eegmmidb_real,knn__k3,trss,0.2,2,2.6126089943689934e-06,8.318824852234346e-06,16.148786346066277,6.019719364256918e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01817049999954179
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,2,1.3170550918385385e-05,1.7223551375853098e-05,10.70134775985422,0.00012340061856208284,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008302400005050004
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,2,2.527082527164074e-05,3.252624411820811e-05,4.294215416054924,0.00023044664344005862,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.3583190000063041
physionet_eegmmidb_real,knn__k3,mean,0.2,3,4.255390625e-06,1.3115560643357313e-05,12.55415591295484,8.44777263812765e-05,{},,5,0.001954199993633665
physionet_eegmmidb_real,knn__k3,nearest,0.2,3,4.726041666666667e-06,1.5058834270398665e-05,11.530391813428826,9.975953160696107e-05,{},,5,0.004306600007112138
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,3,7.580971771676057e-06,1.2606708039317927e-05,13.18474968866309,8.935137866009524e-05,"{""alpha"": 0.1}",,5,0.006000199995469302
physionet_eegmmidb_real,knn__k3,tv,0.2,3,4.18350011551461e-06,1.2876078307287434e-05,12.703299685084781,8.358548357814856e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14586079999571666
physionet_eegmmidb_real,knn__k3,trss,0.2,3,2.6820238889164614e-06,8.625901532585346e-06,16.292280882575913,6.194605283192965e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01795059999858495
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,3,1.3238133111315562e-05,1.738829028790796e-05,10.659951477994106,0.00012359138921442058,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008052699995459989
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,3,2.5329818065130666e-05,3.262294267037261e-05,4.261915844377188,0.00022815615522334208,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.342013899993617
physionet_eegmmidb_real,knn__k3,mean,0.2,4,3.990989583333333e-06,1.2505831348148484e-05,12.753878543874729,8.280576284185242e-05,{},,5,0.002009799994993955
physionet_eegmmidb_real,knn__k3,nearest,0.2,4,4.608072916666666e-06,1.4833309925075163e-05,11.623961628865217,9.627937577614529e-05,{},,5,0.004676600001403131
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,4,7.5161757469580375e-06,1.2621996314954434e-05,13.20680876529616,8.818969541473237e-05,"{""alpha"": 0.1}",,5,0.0061671000003116205
physionet_eegmmidb_real,knn__k3,tv,0.2,4,3.922137208057672e-06,1.2290620152139208e-05,12.89191699107784,8.185011173418801e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.1572837999992771
physionet_eegmmidb_real,knn__k3,trss,0.2,4,2.6393506612428106e-06,8.618289600078525e-06,16.269799289281092,5.9977028368538616e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.01810309999564197
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,4,1.3156182839620357e-05,1.73564049502572e-05,10.681422434549432,0.00012320937956166738,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008065600006375462
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,4,2.5305831266294937e-05,3.257120040813042e-05,4.262380611918126,0.00022783737521016504,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.4139829000050668
physionet_eegmmidb_real,knn__k3,mean,0.2,5,4.0310156249999994e-06,1.2648401527383476e-05,12.726165040680167,8.101441133187724e-05,{},,5,0.001944899995578453
physionet_eegmmidb_real,knn__k3,nearest,0.2,5,4.67734375e-06,1.496572472908234e-05,11.621749930076858,9.494663190969312e-05,{},,5,0.004145400002016686
physionet_eegmmidb_real,knn__k3,tikhonov,0.2,5,7.630235455740749e-06,1.2826381815474373e-05,13.000604255358141,8.613720020959291e-05,"{""alpha"": 0.1}",,5,0.005705500007024966
physionet_eegmmidb_real,knn__k3,tv,0.2,5,3.963803227023887e-06,1.2434968833576144e-05,12.862099457054716,7.987223902204552e-05,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.14184549999481533
physionet_eegmmidb_real,knn__k3,trss,0.2,5,2.7593463271967734e-06,8.805305554454785e-06,16.050828532437436,5.962084125795088e-05,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.017376299991155975
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,5,1.3225351800978693e-05,1.742344563129076e-05,10.637467593629045,0.00012286717036963442,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008278699999209493
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,5,2.537976306682321e-05,3.2603933425544994e-05,4.2674804882539075,0.0002290408923073232,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.3526281999947969
