method,mae_mean,mae_std,mae_median
graph_time_tikhonov,0.16960543630690192,0.2436330898935106,7.683966611456805e-06
mean,0.19538227056440247,0.2806215461718517,8.824831000806811e-06
nearest,0.24434923277297368,0.3506984286607032,1.0949295070331033e-05
temporal_laplacian,0.18194589010476053,0.2612581256217377,8.139067572440296e-06
tikhonov,0.21561091251846276,0.3096184951433061,9.582627659665735e-06
trss,0.16648513028267214,0.23895850281714004,7.433895654142764e-06
tv,0.16876765396309817,0.24231240407811377,7.493489614698263e-06
