method,mae_mean,mae_std,mae_median,time_mean_sec
trss,2.0660392514974794e-06,1.0970767923061568e-06,1.8224516696664487e-06,0.03535966083332672
tv,3.509191545569987e-06,1.9452516588617442e-06,3.139682952667949e-06,0.29715778866666653
mean,3.558832203717155e-06,1.9878735875226795e-06,3.1873792012532552e-06,0.003716467541681349
nearest,3.952538024054633e-06,2.272005255304631e-06,3.561061223347981e-06,0.008327137229180437
tikhonov,5.680031739780871e-06,1.0414632248298618e-06,5.4792241929324694e-06,0.01289928918749439
graph_time_tikhonov,1.037052715671127e-05,7.757923760331759e-07,1.0330547547790312e-05,0.016351952375001606
temporal_laplacian,2.1967401967278187e-05,7.244302886004217e-06,2.165304768327514e-05,7.26663388216668
