n_nodes,elapsed_mean_sec,elapsed_std_sec,mae_mean,mae_std
800,0.11147561999969184,0.003416986687376242,0.07413644866852132,0.009238948860154854
1200,0.18427799999990385,0.004293731867658843,0.09062937673287302,0.004027967261005359
