dataset,scenario,missing_ratio,method,family,runs,mae_mean,mae_std,rmse_mean,rmse_std,dtw_mean,dtw_std,snr_mean,snr_std,mae_ci95,rmse_ci95,dtw_ci95,snr_ci95
mne_sample,frontal_band,0.1,spherical_spline,instant,23,7.58734857027838e-06,0.0,2.895925589125957e-05,0.0,6.5733867447314e-05,0.0,-1.2818391918374126,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.3,rbfi_tps,instant,23,7.68746393361489e-06,0.0,2.1074543668219363e-05,0.0,5.6154914387281277e-05,0.0,10.155359039833815,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.3,idw,instant,69,7.78921926105915e-06,3.430635187033868e-07,2.1815356546636085e-05,8.384798853806159e-07,5.934101299258774e-05,2.4806513812763754e-06,3.3316242113486627,0.2019809830444295,8.094798894895739e-08,1.9784458794173472e-07,5.853252521769624e-07,0.047658679783775616
mne_sample,left_lateral_temporal,0.2,spherical_spline,instant,23,7.893656431528182e-06,0.0,2.6923371115201083e-05,0.0,6.0940699615537706e-05,0.0,0.6014734666338524,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.3,spherical_spline,instant,23,8.059466359026282e-06,0.0,2.3239747151227076e-05,0.0,5.850588800595343e-05,0.0,8.894471378978317,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.3,gsp,instant,23,8.297594561385164e-06,9.631463487096935e-07,2.2777635207410406e-05,2.052498544049766e-06,6.309711354633399e-05,7.386476927629805e-06,3.2575686696418784,0.5315341805531039,3.93626597242729e-07,8.388320412804507e-07,3.0187663406812285e-06,0.21723177489030218
mne_sample,frontal_band,0.2,spherical_spline,instant,23,8.492996361102538e-06,0.0,2.3351180259013734e-05,0.0,6.645797968151482e-05,0.0,0.5082744937725314,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.2,rbfi_tps,instant,23,8.617457686847976e-06,0.0,2.7936299451458416e-05,0.0,6.739613847628319e-05,0.0,2.70878436719703,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.2,rbfi_mq,instant,23,8.646568073026233e-06,0.0,2.349735575997438e-05,0.0,6.860651346536465e-05,0.0,0.3007034588108124,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.2,rbfi_tps,instant,23,8.657514218153796e-06,0.0,2.3107368960112124e-05,0.0,6.724097034796577e-05,0.0,2.1271056245766062,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.3,trss,tv_time,92,8.70021921112387e-06,3.379051806224587e-07,2.2477725108321302e-05,6.470927194198068e-07,6.922038125371086e-05,3.662985649380683e-06,3.2659694687661096,0.7758067252449821,6.904893872945515e-08,1.3222959604581167e-07,7.48509600252485e-07,0.1585315470412755
mne_sample,midline_central,0.1,linear,instant,23,8.745338013187813e-06,0.0,3.453538391620201e-05,0.0,7.538092639344126e-05,0.0,2.841521904690985,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.4,rbfi_mq,instant,23,8.789251316023276e-06,0.0,1.7864077139381553e-05,0.0,6.835886045133567e-05,0.0,3.8253350771443904,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.3,idw,instant,69,8.873532149546721e-06,8.897709704218958e-09,2.2301844682845725e-05,1.220803123120685e-08,6.911209584633945e-05,1.9499642992740822e-07,3.2836548020761787,0.26755298370988867,2.0994704115737756e-09,2.8805615383624376e-09,4.601063066836129e-08,0.06313080461153339
mne_sample,left_lateral_temporal,0.4,tv,tv_time,69,8.88262907885461e-06,1.4412293045665943e-08,2.1545482305332934e-05,1.118156966782624e-08,6.786286630463996e-05,2.4791788074922807e-08,2.9709544000774835,0.0710983400911201,3.4006709387202028e-09,2.638361494466477e-09,5.849777891565516e-09,0.01677609927670921
mne_sample,frontal_band,0.3,gsmooth,instant,69,8.899438798449769e-06,4.911427643767202e-08,2.2333231433310553e-05,6.391834610524517e-08,6.953864830700703e-05,5.718234676072753e-07,2.6597817471195753,0.26352494997462156,1.1588821572573301e-08,1.508193466247433e-08,1.349253336862345e-07,0.06218036478767576
mne_sample,left_lateral_temporal,0.4,gsmooth,instant,69,8.919377320048904e-06,4.916276688693124e-08,2.151004783039834e-05,4.079720717779226e-08,6.755911416327614e-05,2.610544910476259e-07,3.6117143711182367,0.5719674118077659,1.1600263198210445e-08,9.62635691564616e-09,6.15974445090139e-08,0.1349592982231652
mne_sample,frontal_band,0.3,tv,tv_time,69,8.926725809567156e-06,2.2381518715042842e-09,2.235344147169813e-05,3.2618374055497603e-09,6.986628274972844e-05,4.693396702610457e-08,2.397824708012628,0.05371384422822927,5.281059718776461e-10,7.696509942405929e-10,1.1074363891908442e-08,0.01267411844146574
mne_sample,midline_central,0.3,rbfi_mq,instant,23,9.029222866270704e-06,0.0,2.487929220057008e-05,0.0,6.84171354006332e-05,0.0,6.388998682772504,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.4,tv,tv_time,69,9.044933445268313e-06,1.894970795197455e-08,2.085466167430015e-05,4.9348568526749384e-08,6.753801698517587e-05,4.8847318703697915e-08,4.736392214723479,0.11946863643645979,4.471302444748295e-09,1.164410426048236e-08,1.1525831220870362e-08,0.02818937408021777
mne_sample,frontal_band,0.3,linear,instant,23,9.055168204990749e-06,0.0,2.2591806315432067e-05,0.0,6.991200331425671e-05,0.0,0.3562576321821595,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.4,idw,instant,69,9.058232532792137e-06,8.478391528458873e-08,2.1661528513850758e-05,1.1525711064704935e-07,6.747174856352904e-05,2.76023210122637e-07,4.508837135129953,0.3960324904455978,2.000529658019413e-08,2.719563815531402e-08,6.512940765928891e-08,0.09344635005547106
mne_sample,frontal_band,0.3,gsp,instant,23,9.135601008531977e-06,1.710259760230916e-07,2.258318720787391e-05,1.9450959457733135e-07,7.195404495187787e-05,1.678766413397294e-06,3.5292361223219886,0.8310451062233227,6.989630711082876e-08,7.949378611787198e-08,6.86092110255338e-07,0.33963837142314496
mne_sample,left_lateral_temporal,0.3,trss,tv_time,92,9.148031301655176e-06,1.8783118883986357e-06,2.4206031176232587e-05,3.4509372252073186e-06,7.365035176630367e-05,1.8945948031216595e-05,3.620246189697677,0.9190467600729902,3.8382200076936157e-07,7.051787503926145e-07,3.871493187435219e-06,0.1878018067343191
mne_sample,right_lateral_temporal,0.4,gsmooth,instant,69,9.338992795766083e-06,2.6437086704122647e-07,2.152510421442035e-05,6.318418297298417e-07,6.979107244766033e-05,2.019461830606179e-06,5.532678871485734,0.7521317777476839,6.237996422517373e-08,1.4908704266710865e-07,4.7650468509328095e-07,0.17747021036625932
mne_sample,left_lateral_temporal,0.4,gsp,instant,23,9.346620355100256e-06,3.451723872005044e-07,2.2214719518141033e-05,5.053921797273758e-07,6.94332310785286e-05,1.3971464360064561e-06,4.519783329853739,1.0937974645640676,1.4106789940895802e-07,2.0654784628076794e-07,5.709973340934004e-07,0.44702217334455346
mne_sample,midline_central,0.4,tv,tv_time,69,9.485228695349418e-06,4.861319498684681e-09,2.1577849897615555e-05,7.553196903657567e-09,7.290689689434817e-05,5.459303159138186e-08,4.814538934249593,0.10837038721816937,1.1470588261444129e-09,1.7822241834323492e-09,1.2881568214107031e-08,0.025570672568409135
mne_sample,midline_central,0.4,gsmooth,instant,69,9.51588014791365e-06,1.5194155803653246e-07,2.1658917966482357e-05,3.283464160205599e-07,7.266627706822469e-05,1.262959275929375e-06,5.603400124798529,0.7491374534587556,3.585156360348139e-08,7.747539626456836e-08,2.9800316249687263e-07,0.17676368076974072
mne_sample,midline_central,0.4,gsp,instant,23,9.718869602113905e-06,3.5531932603288327e-07,2.195545079219287e-05,6.565298717934821e-07,7.354204527242934e-05,2.733895687549131e-06,7.751449309228235,2.0528440296722184,1.452148340989667e-07,2.683160453948493e-07,1.1173110484696424e-06,0.838973237195427
mne_sample,midline_central,0.4,idw,instant,69,9.71977297840712e-06,1.6509757445973592e-07,2.2291863263714484e-05,4.060192708966209e-07,7.449668024392582e-05,1.1897110139986462e-06,7.161145464185193,0.6818529323656725,3.895580819370416e-08,9.580279354045738e-08,2.8071977567769456e-07,0.16088747600607453
mne_sample,left_lateral_temporal,0.3,linear,instant,23,9.764752929608938e-06,0.0,2.4101155480871066e-05,0.0,7.694574013369115e-05,0.0,3.0057311099418427,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.4,idw,instant,69,9.821109210145518e-06,3.3935488676366073e-07,2.2231222232297937e-05,5.868087168687742e-07,7.285151323482212e-05,2.910382457878042e-06,6.98580104320977,0.4804476841495769,8.007291398206108e-08,1.3846119723768945e-07,6.867229949951115e-07,0.11336464446608085
mne_sample,midline_central,0.4,trss,tv_time,92,9.896297063759437e-06,7.068385324301395e-07,2.217631074222915e-05,1.052745741296798e-06,7.567651057622538e-05,7.412806927730771e-06,7.3428591590330985,2.026679661072415,1.4443830197418053e-07,2.15122408169631e-07,1.514763551192926e-06,0.4141400835697074
mne_sample,right_lateral_temporal,0.4,gsp,instant,23,9.913515449703832e-06,6.514001588050794e-07,2.258306211660134e-05,1.4135932451207497e-06,7.371786276705108e-05,5.241425704595529e-06,6.484184097748914,1.248604858251262,2.6621959196265613e-07,5.777189517539284e-07,2.142109106850157e-06,0.5102901363978746
mne_sample,left_lateral_temporal,0.4,spherical_spline,instant,23,9.919022123579444e-06,0.0,2.252845939251508e-05,0.0,7.573886706154658e-05,0.0,3.2579502617115472,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.4,idw,instant,69,9.96228346075677e-06,4.190096123970742e-08,2.27451562099251e-05,2.0578687262845187e-08,7.644632560093386e-05,4.125033227819493e-07,4.428954364122933,0.3547933510401034,9.886794609353618e-09,4.855670330184826e-09,9.7332746251086e-08,0.08371571645887839
mne_sample,frontal_band,0.4,trss,tv_time,92,9.995146534416396e-06,4.277377374104946e-07,2.312841112572257e-05,9.727812838795046e-07,7.898724334561388e-05,6.203920744260443e-06,4.1204109014004775,0.7880051939005166,8.740569401252323e-08,1.9878214102554736e-07,1.2677347608690774e-06,0.16102423245449585
mne_sample,frontal_band,0.4,gsmooth,instant,69,9.996563423971866e-06,5.137789019377192e-08,2.2733766625562125e-05,4.981095748578706e-08,7.673159098768992e-05,4.4476357931256276e-07,3.5930996074598105,0.4168393331797188,1.2122935435819448e-08,1.1753207835493095e-08,1.0494475611736516e-07,0.0983558551001055
mne_sample,frontal_band,0.4,tv,tv_time,69,1.0018922830047657e-05,1.3868713762787574e-08,2.2744760442363746e-05,1.816422956994211e-08,7.681698399443196e-05,1.5895726549397635e-07,3.1284173109497373,0.06487598959084198,3.2724099975696394e-09,4.2859638939495415e-09,3.750696378091995e-08,0.015307896649286909
mne_sample,right_lateral_temporal,0.4,linear,instant,23,1.0233619333868216e-05,0.0,2.2267753809179972e-05,0.0,8.04317983565758e-05,0.0,6.1569947841393216,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.4,rbfi_tps,instant,23,1.0292878034407426e-05,0.0,2.4130214557530167e-05,0.0,7.731067582030551e-05,0.0,6.023717529933307,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.4,trss,tv_time,92,1.0386088892662874e-05,1.613205454036452e-06,2.39668745287108e-05,2.6380060297921458e-06,8.133295813240158e-05,1.662944613422236e-05,4.783489551061118,1.3094007017403204,3.296490582020463e-07,5.390610359495167e-07,3.398129632435642e-06,0.26756834168751936
mne_sample,midline_central,0.2,linear,instant,23,1.044138385423659e-05,0.0,3.5301283509320905e-05,0.0,8.668833912341123e-05,0.0,4.902833736713486,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.4,gsp,instant,23,1.0455842152549477e-05,4.1572257315031053e-07,2.3316033123237878e-05,5.725853128390435e-07,8.150181406305016e-05,4.492423618768019e-06,4.466371138659333,0.9545657007009276,1.6990093155144335e-07,2.340088903684672e-07,1.8360007539846107e-06,0.39011978721084445
mne_sample,right_lateral_temporal,0.3,rbfi_mq,instant,23,1.0730198144201536e-05,0.0,2.392369930985455e-05,0.0,8.683302768287283e-05,0.0,4.923797840128881,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.4,spherical_spline,instant,23,1.0833838346329915e-05,0.0,2.416293383038097e-05,0.0,7.953300523166424e-05,0.0,7.5082260896550626,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.4,trss,tv_time,92,1.0978323948116144e-05,1.916332416279957e-06,2.424832139539582e-05,3.214309886955109e-06,8.594870250592839e-05,1.914281217291943e-05,6.763387259030708,1.6221357380675043,3.915912723008097e-07,6.568253438227806e-07,3.9117212183681144e-06,0.33147390928530246
mne_sample,midline_central,0.4,rbfi_tps,instant,23,1.1070106293692034e-05,0.0,2.5140449749380756e-05,0.0,8.41100890218781e-05,0.0,9.161587192789822,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.4,linear,instant,23,1.1522594596003424e-05,0.0,2.503221986974826e-05,0.0,8.845946598386226e-05,0.0,4.085641062128109,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.4,linear,instant,23,1.1710679290574875e-05,0.0,2.4680785374850916e-05,0.0,9.004736176328857e-05,0.0,1.4994976915308929,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.4,linear,instant,23,1.1820162441345348e-05,0.0,2.373824255853432e-05,0.0,9.068784609224335e-05,0.0,7.36093230849479,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.3,linear,instant,23,1.2347396975398495e-05,0.0,3.598808154879684e-05,0.0,9.991006418051015e-05,0.0,7.805481919618444,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.3,rbfi_tps,instant,23,1.2384742669048486e-05,0.0,3.2388291849295635e-05,0.0,0.0001000141163189,0.0,2.965320160181592,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.3,rbfi_tps,instant,23,1.291629411031246e-05,0.0,2.8285668112347284e-05,0.0,0.0001049427838198,0.0,2.195066028306518,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.1,tikhonov,instant,69,1.3021643645010545e-05,4.246197290251803e-06,1.8424677719241073e-05,5.9678653400317825e-06,8.961447352355988e-05,3.22519009936869e-05,11.86628898083019,5.728652042655598,1.0019168829885918e-06,1.4081552577190115e-06,7.61003832493502e-06,1.3517113798457916
mne_sample,left_lateral_temporal,0.2,rbfi_mq,instant,23,1.309496575481843e-05,0.0,3.772785783997875e-05,0.0,0.00010958423325020001,0.0,1.643186949056726,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.1,tikhonov,instant,69,1.3113824056525861e-05,4.151906647490574e-06,1.871300003304116e-05,5.6759297756941345e-06,8.9843644510893e-05,3.164045449394148e-05,11.965862916486298,5.719186588290359,9.796684144336323e-07,1.3392712302796397e-06,7.465763688298226e-06,1.3494779465205287
mne_sample,right_lateral_temporal,0.4,rbfi_tps,instant,23,1.3500106246211974e-05,0.0,2.9306586581339078e-05,0.0,0.00010829893963000001,0.0,7.071625288596813,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.1,tikhonov,instant,69,1.369612363920554e-05,3.626180497074012e-06,2.295190136082289e-05,2.168340909518422e-06,9.604911191006437e-05,2.5417230770093258e-05,11.952435968714704,5.702184165650982,8.556200318631377e-07,5.116336375393699e-07,5.997355018297657e-06,1.3454661182587546
mne_sample,occipital_band,0.2,tikhonov,instant,69,1.3736575485112857e-05,3.6970622457898674e-06,1.934825107821773e-05,5.148802182508857e-06,9.59963426425661e-05,2.857136618208591e-05,11.047349583578768,5.216138234230854,8.723450250463818e-07,1.2148921684979503e-06,6.741593051646365e-06,1.2307805322367111
mne_sample,occipital_band,0.1,graph_time_tikhonov,tv_time,92,1.3778027047384564e-05,3.2145246291863483e-06,1.9411567102938886e-05,4.685396587828278e-06,9.462094708332119e-05,2.613421855326101e-05,10.662912951424795,4.0814673988378,6.568692251362904e-07,9.574332696533102e-07,5.340374043103297e-06,0.8340238874984827
mne_sample,occipital_band,0.4,spherical_spline,instant,23,1.3813394886163848e-05,0.0,2.8361515589260032e-05,0.0,0.0001178374466937,0.0,2.8417450490361604,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.1,graph_time_tikhonov,tv_time,92,1.3854189500365342e-05,3.1414219568821536e-06,1.9620698854281887e-05,4.5142770236034715e-06,9.467208235633599e-05,2.5893015960420957e-05,10.757709158153936,4.066765471884089,6.419311234724053e-07,9.224659918986335e-07,5.291085710134508e-06,0.831019635087905
mne_sample,frontal_band,0.1,tikhonov,instant,69,1.3871541723408302e-05,3.6653689500239358e-06,2.2895002363703627e-05,2.3241904144234346e-06,9.730676824520047e-05,2.6321108638986656e-05,11.941754119125722,5.698880155517048,8.648667931285344e-07,5.484073057172999e-07,6.210630670628531e-06,1.3446865163447426
mne_sample,right_lateral_temporal,0.2,tikhonov,instant,69,1.3903231994400951e-05,3.558686641168663e-06,1.981010468495822e-05,4.755019958163124e-06,9.634458787425656e-05,2.7434983020007044e-05,11.37761210890566,5.228934346318965,8.396944332375595e-07,1.1219767828425196e-06,6.473456317103996e-06,1.2337998551417315
mne_sample,midline_central,0.1,tikhonov,instant,69,1.394986444798752e-05,3.800940970328583e-06,2.067271699272679e-05,4.154427673096685e-06,9.851076630010631e-05,2.842968969489164e-05,11.869899505492086,5.663141045886319,8.968558616336494e-07,9.80263266237388e-07,6.708163595891134e-06,1.336253649269957
mne_sample,frontal_band,0.3,rbfi_mq,instant,23,1.3950736459715037e-05,0.0,3.0913449232979884e-05,0.0,0.0001160885012329,0.0,1.5198442395511085,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.4,rbfi_mq,instant,23,1.3970006945478252e-05,0.0,3.1369936246648694e-05,0.0,0.0001105011174834,0.0,5.875634885657138,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.3,tikhonov,instant,69,1.4162097947254863e-05,3.3918731665705232e-06,1.9797578694226138e-05,4.7738745159701985e-06,9.968254443029665e-05,2.6633757001768864e-05,10.045120613795266,4.628672900773157,8.003337476439907e-07,1.1264256340137922e-06,6.284402012772566e-06,1.0921644021965347
mne_sample,left_lateral_temporal,0.1,graph_time_tikhonov,tv_time,92,1.4329517445453255e-05,2.7680329822254548e-06,2.3215371953658192e-05,1.8355827923077445e-06,9.958783461054347e-05,2.1384315943549277e-05,10.74577550813966,4.0549425205367555,5.6563127987181e-07,3.7509056098347256e-07,4.3697593468009296e-06,0.8286036844307427
mne_sample,occipital_band,0.2,graph_time_tikhonov,tv_time,92,1.4387314894085343e-05,2.821350222730164e-06,2.0135557454519306e-05,4.159857502895421e-06,0.00010044931343413531,2.328851336208815e-05,9.966835530786952,3.729402639858204,5.7652634477153e-07,8.500424447816217e-07,4.758870903597044e-06,0.7620815221082825
mne_sample,occipital_band,0.4,tikhonov,instant,69,1.441856020612777e-05,3.177679264101021e-06,1.989457959552187e-05,4.685566910100123e-06,0.00010031042307806921,2.597006504712644e-05,8.797885744005518,3.8460757689121556,7.497933529218509e-07,1.1055889005391956e-06,6.1277997333668176e-06,0.9075057004470714
mne_sample,right_lateral_temporal,0.3,tikhonov,instant,69,1.4508508715254667e-05,3.0967148329098887e-06,2.078265003298056e-05,3.9763441645770285e-06,0.00010192868126972675,2.347779313873456e-05,10.552662070215952,4.608553738909998,7.306892875694959e-07,9.382433454538427e-07,5.539732544932446e-06,1.0874171597665712
mne_sample,midline_central,0.2,tikhonov,instant,69,1.4517487874906395e-05,3.4675941157823925e-06,2.145207581048964e-05,3.6528234436006688e-06,0.0001044668612620776,2.6081348163449253e-05,10.958247924225518,4.995742207962308,8.182005805359674e-07,8.619066022019448e-07,6.154057682636244e-06,1.1787767075041682
mne_sample,frontal_band,0.1,graph_time_tikhonov,tv_time,92,1.4528533458270046e-05,2.7505310694549805e-06,2.3176967275400913e-05,1.9708094799407144e-06,0.00010123879067828918,2.1625105909035804e-05,10.741495029044287,4.05801806411144,5.620548668073208e-07,4.02723340249407e-07,4.41896336179389e-06,0.8292321536937974
mne_sample,right_lateral_temporal,0.2,graph_time_tikhonov,tv_time,92,1.45575272933225e-05,2.655351160960773e-06,2.0529372666919808e-05,3.8386590366779985e-06,0.00010072901712600669,2.210772531238715e-05,10.298209715640617,3.753662349052705,5.426054116146386e-07,7.844074250018518e-07,4.517583801854224e-06,0.7670388511752111
mne_sample,midline_central,0.1,graph_time_tikhonov,tv_time,92,1.4675050194104335e-05,2.790602814903478e-06,2.1289365871773212e-05,3.3519212975960267e-06,0.00010339890236703416,2.2459561182693437e-05,10.667656934764407,4.017539766657546,5.702432925993098e-07,6.849454272269921e-07,4.589479395188576e-06,0.8209606513876831
mne_sample,occipital_band,0.3,graph_time_tikhonov,tv_time,92,1.4753498933505707e-05,2.6016655072488264e-06,2.0500616360414086e-05,3.910339034196402e-06,0.0001037742496220101,2.193441819635009e-05,9.102304357955987,3.3136961378319665,5.316350636401614e-07,7.99054811430371e-07,4.482169510736883e-06,0.6771343403723596
mne_sample,left_lateral_temporal,0.2,tikhonov,instant,69,1.4816842336098362e-05,2.9260996216295196e-06,2.4316796721404615e-05,1.3933132992342297e-06,0.00010292627615165243,2.058563236822082e-05,11.319814939515952,5.147703535157257,6.904315583610798e-07,3.287610118823583e-07,4.857309071358242e-06,1.214632935764571
mne_sample,left_lateral_temporal,0.4,rbfi_mq,instant,23,1.4943283521002076e-05,0.0,3.386314703185271e-05,0.0,0.000119596188955,0.0,4.952075551811283,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.4,spherical_spline,instant,23,1.494451564550834e-05,0.0,3.127908511622802e-05,0.0,0.00011848444734570002,0.0,1.4355638419116463,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.4,graph_time_tikhonov,tv_time,92,1.4955168945402878e-05,2.4675685425822677e-06,2.0569489002918235e-05,3.855448190819138e-06,0.0001041640436492363,2.1598489194332482e-05,7.99196818715736,2.702659560619096,5.042331366261673e-07,7.878381900273403e-07,4.4135243924968125e-06,0.5522726051846772
mne_sample,midline_central,0.3,tikhonov,instant,69,1.5005781237436477e-05,3.0860346804430425e-06,2.1870859309280456e-05,3.3411450513196932e-06,0.00010888964309963295,2.3961811726373383e-05,10.13709882973402,4.521786830635194,7.281692386085134e-07,7.88364130681378e-07,5.653939766473694e-06,1.0669439635529083
mne_sample,left_lateral_temporal,0.3,rbfi_mq,instant,23,1.5011730381975872e-05,0.0,3.818565334655178e-05,0.0,0.0001228970449145,0.0,1.9098636449626,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.3,graph_time_tikhonov,tv_time,92,1.508924417642065e-05,2.2952248617235427e-06,2.1368940064771296e-05,3.2407838454162232e-06,0.00010587732154534286,1.8767605459707447e-05,9.613326976359142,3.321342968252103,4.690157178280847e-07,6.622351417203454e-07,3.835049930571551e-06,0.6786969252495193
mne_sample,frontal_band,0.2,tikhonov,instant,69,1.5133119369872586e-05,2.732762040022025e-06,2.4092360733185997e-05,1.53150649829518e-06,0.00010921517082824282,1.819624093635813e-05,11.3139440594142,5.135588591834696,6.448123433581784e-07,3.6136856395518215e-07,4.2935171766322314e-06,1.2117743389021056
mne_sample,midline_central,0.2,graph_time_tikhonov,tv_time,92,1.5166283329804901e-05,2.5793911441653555e-06,2.1973499859883836e-05,2.994775567265694e-06,0.00010907496317927345,2.065237595470264e-05,9.890797784587567,3.5337174431094427,5.270834283886539e-07,6.11964795188033e-07,4.220191709659616e-06,0.7220944016513653
mne_sample,left_lateral_temporal,0.2,graph_time_tikhonov,tv_time,92,1.5382504251952503e-05,2.1328145136345185e-06,2.451256749061863e-05,1.1026590232638302e-06,0.00010604162548294439,1.684915131355158e-05,10.241880964384748,3.679089205309444,4.35828117230868e-07,2.2532189413779185e-07,3.4430250952341157e-06,0.7518002673106314
mne_sample,left_lateral_temporal,0.3,tikhonov,instant,69,1.541881094520422e-05,2.394614294603507e-06,2.481150007857677e-05,1.0999819484083622e-06,0.00010731870627953473,1.650567760211442e-05,10.434222569953855,4.5005327313627514,5.650242619477525e-07,2.59547639866651e-07,3.894618154622868e-06,1.0619289255228421
mne_sample,left_lateral_temporal,0.4,tikhonov,instant,69,1.5526972170271155e-05,2.296862392134812e-06,2.433967459882069e-05,1.2739491199508152e-06,0.00010809654344972492,1.6192652490853313e-05,9.889606321306756,4.121039562769591,5.41959087455629e-07,3.0059628512256186e-07,3.820757916312252e-06,0.9723851321938761
mne_sample,midline_central,0.3,graph_time_tikhonov,tv_time,92,1.556503719321263e-05,2.3369800187435246e-06,2.2317883029172637e-05,2.796131636557239e-06,0.00011300516139783903,1.9385483145536665e-05,9.191050929631334,3.2172721474770234,4.775481388859698e-07,5.713730748267187e-07,3.961309606118779e-06,0.6574306643594517
mne_sample,frontal_band,0.3,tikhonov,instant,69,1.5589888361216392e-05,2.3584729593492315e-06,2.4577463783144994e-05,1.205888737826227e-06,0.00011206187528264031,1.5376506680070957e-05,10.604053816129822,4.535250784394466,5.564964872143127e-07,2.845370110822743e-07,3.6281831933523667e-06,1.0701208678889742
mne_sample,frontal_band,0.2,graph_time_tikhonov,tv_time,92,1.5640870417202527e-05,2.0287015211986547e-06,2.427672779709175e-05,1.2852039203889351e-06,0.00011228520496221659,1.4617815129019296e-05,10.241541446723932,3.666439340403216,4.145532388096451e-07,2.626238715556791e-07,2.9870646532936593e-06,0.7492153417251847
mne_sample,midline_central,0.4,tikhonov,instant,69,1.5664298094877464e-05,2.2602937125268907e-06,2.425751884497515e-05,1.4339505741684895e-06,0.00011431298184199766,1.6936255117175742e-05,9.496498349853525,4.052403749693514,5.333304781416222e-07,3.383496317820402e-07,3.9962156199044745e-06,0.9561900816114544
mne_sample,right_lateral_temporal,0.4,tikhonov,instant,69,1.574757283186971e-05,2.1217221570967606e-06,2.465483671348149e-05,1.1522644595442514e-06,0.00011203435171187675,1.594580481516718e-05,9.92591044959687,4.1164465869641695,5.00633650510421e-07,2.718840262875891e-07,3.762512658993612e-06,0.9713013907452217
mne_sample,left_lateral_temporal,0.3,graph_time_tikhonov,tv_time,92,1.5879919465689226e-05,1.745439656099577e-06,2.492976059300276e-05,8.925963581382318e-07,0.0001096584752736161,1.379437409418279e-05,9.484953968515379,3.2080153438762977,3.566703406203137e-07,1.8239682247453883e-07,2.8187993149019637e-06,0.655539090920182
mne_sample,left_lateral_temporal,0.4,graph_time_tikhonov,tv_time,92,1.5925750403456893e-05,1.7536157657432195e-06,2.4476783832564126e-05,1.1177222136825316e-06,0.0001102643706930659,1.3762678930788896e-05,9.055575094247228,2.9888691713537283,3.58341080597692e-07,2.283999686152978e-07,2.812322594446913e-06,0.6107578578789158
mne_sample,frontal_band,0.3,graph_time_tikhonov,tv_time,92,1.60157616875714e-05,1.767202365788379e-06,2.4715277412300074e-05,1.0280508198078318e-06,0.0001146258150303771,1.2553378856663345e-05,9.6620746508669,3.234867534479553,3.6111742250618743e-07,2.100761460268629e-07,2.565209227998956e-06,0.661026178334173
mne_sample,midline_central,0.4,graph_time_tikhonov,tv_time,92,1.6047030268636417e-05,1.7599258210400145e-06,2.441395090889338e-05,1.2466606505023001e-06,0.00011706751277044578,1.4159245831240409e-05,8.670864970073595,2.9060428118529127,3.596305033309134e-07,2.547477807661488e-07,2.8933587110313495e-06,0.5938327778555185
mne_sample,frontal_band,0.4,tikhonov,instant,69,1.6090898194082336e-05,1.9764575651069643e-06,2.4954394056634855e-05,9.42867369605492e-07,0.00011585582655879153,1.2594478155431738e-05,9.921963512491512,3.9635632059837658,4.663575589239193e-07,2.224754695679171e-07,2.971746113947e-06,0.935227598110975
