dataset,scenario,missing_ratio,method,family,runs,mae_mean,mae_std,rmse_mean,rmse_std,dtw_mean,dtw_std,snr_mean,snr_std,mae_ci95,rmse_ci95,dtw_ci95,snr_ci95
mne_sample,occipital_band,0.1,spherical_spline,instant,23,2.0274080216022604e-06,0.0,7.490354556759547e-06,0.0,1.4857139035116836e-05,0.0,7.840027178006187,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.1,rbfi_tps,instant,23,2.1538571090854457e-06,0.0,8.107629236890292e-06,0.0,1.6122374167727203e-05,0.0,9.200264692906416,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.1,linear,instant,23,2.220935684406906e-06,0.0,8.306779091167405e-06,0.0,1.7041742457285714e-05,0.0,6.633704391989668,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.1,spherical_spline,instant,23,2.2210087676343126e-06,0.0,8.165849700306803e-06,0.0,1.3879389136839526e-05,0.0,2.056408949727627,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.1,rbfi_tps,instant,23,2.344675437315859e-06,0.0,8.900641532385308e-06,0.0,1.6436491476710122e-05,0.0,2.5439038761478474,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.1,tv,tv_time,69,2.8420929489216825e-06,1.8021834188774386e-08,1.0648999344149574e-05,6.635914132628906e-08,2.1399892406443454e-05,2.300730501270039e-07,3.262971373252495,0.1327815765933069,4.252364810652336e-09,1.5657855603664682e-08,5.428717920670524e-08,0.03133064580962696
mne_sample,midline_central,0.1,gsmooth,instant,69,2.9354722687398463e-06,1.5804467897048388e-07,1.1285387323308325e-05,8.172980840335183e-07,2.2326405160068106e-05,1.5006777384979963e-06,4.194654779218074,0.8397560475961133,3.729163326691533e-08,1.9284660906060996e-07,3.5409432472157215e-07,0.19814570642063215
mne_sample,midline_central,0.1,idw,instant,69,2.975641202780219e-06,5.942293779355326e-08,1.1407619580099399e-05,3.6348531319318087e-07,2.278586246891859e-05,3.644181446949223e-07,5.096569807984367,0.5393465643581381,1.4021214875913428e-08,8.576663944530178e-08,8.598674688890174e-08,0.12726220466790103
mne_sample,right_lateral_temporal,0.1,linear,instant,23,3.0091325083151148e-06,0.0,1.016546233055748e-05,0.0,2.220246306049403e-05,0.0,2.8481780300028183,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.1,trss,tv_time,92,3.066947565654833e-06,3.998436670778382e-07,1.2189528370461197e-05,1.7899065044145774e-06,2.3526236760185098e-05,3.627713721377837e-06,5.280285487838584,1.4465314979836026,8.170570459606417e-08,3.657568798652535e-07,7.413019889603117e-07,0.29559021436281047
mne_sample,midline_central,0.1,gsp,instant,23,3.1591820531856186e-06,4.070713862994207e-07,1.2475111503077188e-05,1.924247108775121e-06,2.4227388476876017e-05,3.6920824803619636e-06,5.304386359729328,1.4652982335856244,1.6636529312350468e-07,7.864171864390385e-07,1.5089107334844096e-06,0.5988501730861474
mne_sample,right_lateral_temporal,0.1,rbfi_mq,instant,23,3.2057791940302154e-06,0.0,1.2439009269448636e-05,0.0,2.4944467472628787e-05,0.0,1.9826893295354169,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.1,rbfi_mq,instant,23,3.421250611118573e-06,0.0,1.5255283883454371e-05,0.0,2.877881165519287e-05,0.0,5.225468007829118,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.1,tv,tv_time,69,3.5431703129887383e-06,1.1671489669047755e-08,1.775540942780336e-05,4.480738478046682e-08,3.0393528770868757e-05,8.049773139499386e-08,1.786885270412084,0.06414572458160897,2.7539611915565095e-09,1.0572583473024066e-08,1.8993944608292664e-08,0.015135586040101111
mne_sample,right_lateral_temporal,0.2,tv,tv_time,69,3.6732259039868487e-06,3.5000690705256093e-09,1.0059160601543923e-05,8.782955783019647e-09,2.6894499027499682e-05,4.568625262393305e-08,3.52489021784436,0.09451993838223276,8.258632497921079e-10,2.072393504124684e-09,1.0779957852991317e-08,0.02230257229488848
mne_sample,left_lateral_temporal,0.1,gsmooth,instant,69,3.674606687621317e-06,1.4309739894366984e-07,1.825561382977312e-05,5.271265088199734e-07,3.160753737782428e-05,1.2736205297719628e-06,2.083662397781161,0.27129688539159275,3.3764728794529144e-08,1.2437880591889486e-07,3.005187522089282e-07,0.06401420169526292
mne_sample,right_lateral_temporal,0.2,gsmooth,instant,69,3.7489292739306427e-06,7.932556003222656e-08,1.0041503579576785e-05,8.073783513122855e-08,2.678687320366587e-05,2.496208474216344e-07,4.157522334579744,0.579921202696821,1.8717363423332543e-08,1.9050598590799426e-08,5.889960458309834e-08,0.1368360450699969
mne_sample,occipital_band,0.2,trss,tv_time,92,3.8578176070909355e-06,8.025286443639457e-08,9.259824070319567e-06,3.256906460514011e-07,2.5918445738408753e-05,1.3116526029691392e-06,9.833670508072512,3.17004655002018,1.6399201424269534e-08,6.655297034077248e-08,2.680285044754561e-07,0.6477803909328871
mne_sample,occipital_band,0.2,gsp,instant,23,3.875014844227357e-06,1.0627667900015263e-07,9.235778046264372e-06,2.1981627034932294e-07,2.5835606088666955e-05,1.0116639937056072e-06,10.086116562725906,3.2407699310113216,4.343403012131135e-08,8.98363271917172e-08,4.1345518874552315e-07,1.3244645967868802
mne_sample,midline_central,0.1,rbfi_tps,instant,23,3.876774644831273e-06,0.0,1.8008213647397545e-05,0.0,3.131195168998822e-05,0.0,3.326255514816549,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.1,idw,instant,69,3.8935905881086655e-06,2.3021085936462178e-07,1.890615337718701e-05,6.793102610782767e-07,3.3607234186203373e-05,2.102802036176734e-06,2.2268491354742332,0.0884885990358746,5.431969616066734e-08,1.6028751676805687e-07,4.961693293114321e-07,0.02087943994726474
mne_sample,occipital_band,0.2,gsmooth,instant,69,3.906441995745691e-06,4.775101726731766e-08,9.317289481896554e-06,1.0806458447111898e-07,2.6433879920855403e-05,4.585559239976349e-07,6.960532851344084,1.3841532200692879,1.126715202090109e-08,2.5498516492233057e-08,1.0819914635205731e-07,0.3265996337509331
mne_sample,left_lateral_temporal,0.1,gsp,instant,23,3.923392084170956e-06,3.4175212236946335e-07,1.900976447548967e-05,1.106322415451514e-06,3.365963190101812e-05,2.831353229180835e-06,2.105222545943941,0.36807977580633444,1.3967007735531552e-07,4.5214097362351705e-07,1.1571408007596468e-06,0.15042988000589386
mne_sample,occipital_band,0.2,tv,tv_time,69,3.93123530574349e-06,9.6615740832792e-09,9.408626325793896e-06,2.828665798632287e-08,2.6736483546980993e-05,1.1098222523476761e-07,5.494019445601292,0.210963950292385,2.279709002807173e-09,6.674414367152576e-09,2.6186952129999182e-08,0.049778267247533446
mne_sample,right_lateral_temporal,0.2,idw,instant,69,3.93557614938352e-06,1.7524161960926598e-07,1.044564948339481e-05,4.299558722173498e-07,2.753801098466073e-05,1.1132646284590531e-06,4.992404175546255,0.4076019962760074,4.134935927067496e-08,1.014507847535984e-07,2.626817715342198e-07,0.09617624752065336
mne_sample,right_lateral_temporal,0.2,gsp,instant,23,3.959589249091823e-06,2.0976643071017257e-07,1.0506315780833754e-05,3.6296918336683104e-07,2.7827001294313282e-05,8.501048771484253e-07,4.901134178808187,0.9826534824764082,8.572907580121619e-08,1.4834124091739903e-07,3.4742787587750427e-07,0.401598933634636
mne_sample,left_lateral_temporal,0.1,trss,tv_time,92,3.9616465319996325e-06,3.944259862883918e-07,1.9147183893114357e-05,1.25911540862983e-06,3.4017619821676436e-05,3.3310427873453746e-06,2.1315062705144494,0.3583759527018131,8.059863335141168e-08,2.572928374274696e-07,6.806790263023186e-07,0.07323202075396922
mne_sample,occipital_band,0.2,idw,instant,69,3.968916145888918e-06,1.6662110717201525e-09,9.472801354947914e-06,2.7883896351487935e-08,2.697149371651401e-05,8.476231754372844e-08,9.248486146352379,1.186433684364045,3.931529529283693e-10,6.5793802332729226e-09,2.0000200457776072e-08,0.2799464691948413
mne_sample,occipital_band,0.2,rbfi_tps,instant,23,3.981599884863642e-06,0.0,9.778606033355584e-06,0.0,2.70386375646769e-05,0.0,12.884521913271636,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.1,gsp,instant,23,4.091360743901643e-06,1.9797356812101858e-07,1.8923903666298148e-05,6.815523341819157e-07,3.349881742112199e-05,1.5834189413159638e-06,2.5126187990628632,0.3010965114578806,8.090947140886343e-08,2.7854243179790057e-07,6.471247186005289e-07,0.12305460681608778
mne_sample,occipital_band,0.2,linear,instant,23,4.091563617786073e-06,0.0,9.989878016524768e-06,0.0,2.7418241780966173e-05,0.0,7.365913972722782,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.2,trss,tv_time,92,4.115457694092794e-06,4.7266880107807225e-07,1.1215268695135418e-05,1.4909029870926405e-06,3.0314485062054665e-05,5.159253028121583e-06,4.81802260223739,0.9899963646688511,9.658709293785719e-08,3.0465726751417315e-07,1.0542630496883414e-06,0.20229994165960843
mne_sample,frontal_band,0.1,trss,tv_time,92,4.124287949111246e-06,1.672284801308761e-07,1.901279015192311e-05,6.809443520462762e-07,3.379799346952401e-05,1.2352666701163949e-06,2.5498483092039623,0.32106141478812283,3.4172157577181906e-08,1.3914697832095565e-07,2.5241948780508287e-07,0.06560701412526325
mne_sample,occipital_band,0.2,spherical_spline,instant,23,4.12771313359796e-06,0.0,1.001683733573861e-05,0.0,2.7735895669391723e-05,0.0,11.430541535421488,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.1,linear,instant,23,4.200294430323472e-06,0.0,2.064164691728467e-05,0.0,3.364081757712184e-05,0.0,-1.379401399903639,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.1,gsmooth,instant,69,4.2414166002509604e-06,1.1251557444665345e-07,1.8444032283986006e-05,3.1710312938830894e-07,3.4358477274533567e-05,8.260714222032815e-07,2.5001847005537496,0.275295905518237,2.6548755493783666e-08,7.48224722652541e-08,1.9491673322856465e-07,0.06495779557619126
mne_sample,midline_central,0.2,tv,tv_time,69,4.254521138455987e-06,2.477795272316642e-08,1.2343048712722683e-05,8.026553975120484e-08,3.204834652694639e-05,2.947746646266893e-07,4.336840340332555,0.11424071032418177,5.846513353542605e-09,1.8939157533623483e-08,6.95539309595448e-08,0.026955812124221695
mne_sample,frontal_band,0.1,idw,instant,69,4.272134591896267e-06,2.1336046010827703e-08,1.8984953156082483e-05,3.510625218035235e-07,3.46825625443932e-05,2.9055706708351175e-08,2.9962925260247664,0.09866636406931589,5.034373876961803e-09,8.28354039005669e-08,6.855876236625736e-09,0.023280947442337132
mne_sample,frontal_band,0.1,tv,tv_time,69,4.3078734050312986e-06,4.660487056612609e-09,1.831577827391702e-05,1.0009104732547632e-08,3.492885882904346e-05,4.091957506275577e-08,2.214074475229753,0.08222285787909907,1.099671151806769e-09,2.361711039231011e-09,9.65523038560056e-09,0.01940099902229359
mne_sample,midline_central,0.2,gsmooth,instant,69,4.451971416757908e-06,2.0353596790550656e-07,1.3112021917358977e-05,8.007319945316632e-07,3.3840142952068634e-05,1.8678211107965825e-06,5.023811433757409,0.656141780407029,4.8025588214686605e-08,1.8893773633933695e-07,4.40724106156317e-07,0.15482076843985063
mne_sample,midline_central,0.2,idw,instant,69,4.532188402862079e-06,8.631372382968268e-08,1.34435595778332e-05,3.752588925450523e-07,3.4884031620026584e-05,5.535298563087874e-07,5.985644426745108,0.44535413000595625,2.0366264501441837e-08,8.854468933783194e-08,1.3060884136194616e-07,0.10508410025743371
mne_sample,midline_central,0.1,spherical_spline,instant,23,4.6170323860929e-06,0.0,2.123375457398968e-05,0.0,3.7780680394307255e-05,0.0,2.349290413660896,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.1,spherical_spline,instant,23,4.623128060809015e-06,0.0,2.1713913268603978e-05,0.0,3.9966929681800575e-05,0.0,-0.0073854100420046,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.2,linear,instant,23,4.661188706426431e-06,0.0,1.196410385301216e-05,0.0,3.498165649203531e-05,0.0,4.853479788804006,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.2,rbfi_mq,instant,23,4.685575468378792e-06,0.0,1.308567150899293e-05,0.0,3.449051769553327e-05,0.0,8.966654287144225,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.2,trss,tv_time,92,4.724763735948761e-06,4.583279323589968e-07,1.4088981994974905e-05,1.684129988839993e-06,3.600251863657785e-05,4.096298434964533e-06,6.308202114336981,1.5544758585548857,9.365662065659027e-08,3.441420702625406e-07,8.370545226101511e-07,0.31764801035619145
mne_sample,midline_central,0.1,rbfi_mq,instant,23,4.744430947971474e-06,0.0,2.117675018463046e-05,0.0,3.8509943278610807e-05,0.0,0.5114536525789514,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.2,gsp,instant,23,4.802231919401348e-06,4.6829889244537123e-07,1.4390132026041193e-05,1.7791712465724038e-06,3.6485295838725276e-05,4.025059404268076e-06,6.601090315744187,1.6021953245398248,1.913882555571744e-07,7.271263859730307e-07,1.6449944903227177e-06,0.6547984058307563
mne_sample,left_lateral_temporal,0.1,linear,instant,23,4.8037468956429e-06,0.0,2.0614546513904592e-05,0.0,3.788882841325758e-05,0.0,0.4127261290521293,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.1,rbfi_mq,instant,23,4.828339798518592e-06,0.0,2.294274803766885e-05,0.0,3.786945353754554e-05,0.0,-1.4990281917342292,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.3,tv,tv_time,69,4.886095814818389e-06,1.2800595445376948e-08,1.022968532238245e-05,3.29625336083731e-08,3.363549219012875e-05,1.1868020956987979e-07,5.14680618195852,0.17636985158513155,3.0203807812871307e-09,7.777716547492174e-09,2.800333981599698e-08,0.04161557268170567
mne_sample,occipital_band,0.3,gsmooth,instant,69,4.8926844599701105e-06,5.346253148298476e-08,1.0195933530371564e-05,5.262869474273505e-08,3.3490424643284646e-05,2.2311531715565028e-07,6.091400357781464,0.9556547338911923,1.2614819622979671e-08,1.2418070614253603e-08,5.2645458472878437e-08,0.22549272837409207
mne_sample,left_lateral_temporal,0.1,rbfi_tps,instant,23,4.9320180118608e-06,0.0,2.21139856224424e-05,0.0,4.222712317296789e-05,0.0,0.5712206113757358,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.3,idw,instant,69,5.042210895196713e-06,8.682674606851879e-08,1.043937478125172e-05,9.33361652752847e-08,3.4058331190290556e-05,3.7234070867155936e-07,8.377841214538073,1.0538366832255146,2.0487315316395378e-08,2.2023253605622214e-08,8.785612554989165e-08,0.24865937512143493
mne_sample,occipital_band,0.3,trss,tv_time,92,5.072828338479588e-06,2.51232584816575e-07,1.0623568323179338e-05,7.06256727117173e-07,3.504671279715631e-05,3.1789933874146885e-06,8.751541546627942,2.804072997503283,5.1337902910771026e-08,1.4431941347613059e-07,6.496086245987273e-07,0.5729958452867091
mne_sample,frontal_band,0.1,rbfi_tps,instant,23,5.086314323577987e-06,0.0,2.310430481130217e-05,0.0,4.250673741454988e-05,0.0,-0.09126693320588189,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.3,gsp,instant,23,5.10723030428227e-06,2.274387499728843e-07,1.0599937513170274e-05,3.245628611344406e-07,3.4795638826508214e-05,1.1814550990226796e-06,9.168295191036048,2.827763055619987,9.295154506156023e-08,1.326450282357058e-07,4.828468187066163e-07,1.155673539004296
mne_sample,right_lateral_temporal,0.3,tv,tv_time,69,5.197290978315574e-06,2.425225198309572e-09,1.1455514249113653e-05,3.1826331643864134e-08,3.6467059875950594e-05,3.0723993790058e-08,4.553538792295186,0.10137573204909811,5.722470966702592e-10,7.509622567652902e-09,7.249519037131295e-09,0.023920239810453055
mne_sample,right_lateral_temporal,0.2,rbfi_tps,instant,23,5.2219282095523215e-06,0.0,1.2784210315818804e-05,0.0,3.526251688739948e-05,0.0,5.332151342028337,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.2,tv,tv_time,69,5.2328204561109314e-06,4.7644589001288395e-08,1.9096876022977223e-05,9.643254431859253e-08,4.155886503136737e-05,3.004804012956468e-07,1.9279167167041031,0.050429706905323494,1.124203960400828e-08,2.2753863661529015e-08,7.09002353132402e-08,0.011899205641858842
mne_sample,right_lateral_temporal,0.3,gsmooth,instant,69,5.267375672026056e-06,7.3794221285378e-08,1.1553901065613138e-05,1.418008105301973e-07,3.673914098028759e-05,4.103299277679957e-07,5.12825196047958,0.5507156874576715,1.7412209353190906e-08,3.34587906261054e-08,9.681992006590555e-08,0.12994482057092296
mne_sample,left_lateral_temporal,0.2,gsmooth,instant,69,5.395965068285575e-06,2.0215391849098748e-07,1.958024741484697e-05,5.088967812828405e-07,4.265177451370556e-05,1.3871609903466427e-06,2.2642649119701828,0.30719081516878616,4.7699484987050416e-08,1.2007738736878025e-07,3.2730933601275484e-07,0.07248359955464606
mne_sample,right_lateral_temporal,0.3,idw,instant,69,5.497178011049472e-06,1.956279456430999e-07,1.2184795702250338e-05,5.488586565208395e-07,3.833789807351498e-05,1.821417560244296e-06,6.017952124040113,0.1695635343989787,4.615964076237569e-08,1.2950664247399008e-07,4.2977489735820356e-07,0.040009579452084075
mne_sample,right_lateral_temporal,0.3,spherical_spline,instant,23,5.649384808357777e-06,0.0,1.2426697982771589e-05,0.0,3.823419409012793e-05,0.0,1.883454476113695,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.3,gsp,instant,23,5.698019540528717e-06,3.802039105319963e-07,1.297768309946115e-05,1.172123773831901e-06,4.1226120339442534e-05,3.7425067757527703e-06,5.3999562767500615,0.6381466783535169,1.553848714285039e-07,4.790332157297352e-07,1.5295185506034132e-06,0.2608030502099302
mne_sample,midline_central,0.2,rbfi_tps,instant,23,5.727901774428926e-06,0.0,1.9510513130530536e-05,0.0,4.212716707497339e-05,0.0,6.086864242505347,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.2,idw,instant,69,5.836042150983365e-06,3.11390759585684e-07,2.0591093630448284e-05,7.885677399946529e-07,4.5618582352282414e-05,2.2130043934779197e-06,2.6959224348737436,0.2548354261167636,7.347460278206654e-08,1.8606750418653973e-07,5.221722667111334e-07,0.0601300171323025
mne_sample,midline_central,0.3,tv,tv_time,69,5.8677789104561695e-06,1.838686700922945e-08,1.3726832082081023e-05,5.570458044431458e-08,4.3559829846624144e-05,1.8633673863782445e-07,5.165877851368387,0.13463462296292372,4.3384965941421195e-09,1.3143845137644388e-08,4.3967322194583634e-08,0.03176788372293402
mne_sample,left_lateral_temporal,0.1,rbfi_mq,instant,23,5.896789008905665e-06,0.0,2.4692580407802037e-05,0.0,5.13201541809916e-05,0.0,-0.502440162519901,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.3,rbfi_tps,instant,23,5.942189139713925e-06,0.0,1.2357658436435871e-05,0.0,4.193058958135372e-05,0.0,11.943995421321267,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.3,linear,instant,23,5.961757477537521e-06,0.0,1.2090343248787655e-05,0.0,4.083809897434467e-05,0.0,9.424982122368286,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.3,gsmooth,instant,69,6.060855235875173e-06,2.0929626809471217e-07,1.4404745288870566e-05,7.312960818863865e-07,4.504609411161946e-05,1.63853604928194e-06,6.117162333090332,0.8974616002378085,4.938476717320957e-08,1.725538972452994e-07,3.8662285780500094e-07,0.21176169349844237
mne_sample,occipital_band,0.4,tv,tv_time,69,6.1697076990540065e-06,4.662993132718052e-09,1.1143851796830649e-05,9.576078520684594e-09,4.1115415112639e-05,3.600033477957383e-08,4.66018882097683,0.1033735293428207,1.1002624761820782e-09,2.259535788580694e-09,8.494504787072074e-09,0.024391632612187637
mne_sample,occipital_band,0.4,gsp,instant,23,6.172929283889976e-06,1.2942477168941364e-07,1.1100209523601172e-05,2.5457649118915365e-07,3.987259151802516e-05,1.3714710861841107e-06,7.403576641587371,1.9208762362390035,5.289438364924598e-08,1.0404242107030437e-07,5.605041202665235e-07,0.7850395504360486
mne_sample,occipital_band,0.4,gsmooth,instant,69,6.1825065787113455e-06,7.223354943815736e-08,1.1100488447060658e-05,1.0627111482762036e-07,4.0787947730473216e-05,5.244992139220034e-07,5.272139323881712,0.591996875380701,1.704395904223029e-08,2.5075336081121675e-08,1.2375887920919885e-07,0.13968537577895837
mne_sample,left_lateral_temporal,0.2,gsp,instant,23,6.202534532240615e-06,7.983473922818884e-07,2.138533243665335e-05,1.7955193867911822e-06,4.8243780131159703e-05,5.775467948602372e-06,2.8903196191746288,0.6827804825888877,3.2627519988267713e-07,7.338076788151679e-07,2.3603658978081488e-06,0.2790443616229922
mne_sample,midline_central,0.3,idw,instant,69,6.26999356562281e-06,1.6523131233544704e-07,1.4859286031170592e-05,4.3169079658055093e-07,4.6644591389875394e-05,9.650653867782184e-07,7.847033419690878,0.8003668714068197,3.898736448428859e-08,1.0186015103862477e-07,2.277132309468535e-07,0.18885158324796034
mne_sample,occipital_band,0.4,idw,instant,69,6.3137013779390305e-06,7.848285799303279e-08,1.1316594491426418e-05,1.368294746083604e-07,4.0966647632383316e-05,3.78851228820061e-07,6.730917326939685,0.6101488846967779,1.8518522591717045e-08,3.228577273488992e-08,8.93923236132262e-08,0.14396845622736237
mne_sample,midline_central,0.2,spherical_spline,instant,23,6.41241311602382e-06,0.0,2.2479859544810517e-05,0.0,4.796985848899704e-05,0.0,4.645999864734052,0.0,0.0,0.0,0.0,0.0
mne_sample,midline_central,0.3,trss,tv_time,92,6.479727167014737e-06,5.629867377236498e-07,1.547939432322007e-05,1.6572637020342363e-06,4.816437904752352e-05,5.100988077694837e-06,8.105753904648823,2.227482831621855,1.1504303274358386e-07,3.3865210237237276e-07,1.04235694933001e-06,0.45517303190866837
mne_sample,midline_central,0.3,gsp,instant,23,6.496736826092374e-06,5.347429087701639e-07,1.564995684856753e-05,1.6852517672675845e-06,4.787650937596347e-05,4.037638304060664e-06,8.483474078437165,2.323015965854152,2.1854314441503756e-07,6.887425981892822e-07,1.6501353388853965e-06,0.9493893334120039
mne_sample,left_lateral_temporal,0.2,trss,tv_time,92,6.532643223425984e-06,1.1565322923009088e-06,2.206925964701163e-05,2.5416342137785714e-06,5.237945151264769e-05,1.1209695830745923e-05,2.936602664861943,0.7139957721508653,2.3633058020186535e-07,5.193680214567837e-07,2.2906354947479e-06,0.14590084186788102
mne_sample,midline_central,0.2,rbfi_mq,instant,23,6.641738681534514e-06,0.0,2.2311350184352087e-05,0.0,4.958557241987706e-05,0.0,3.0981126129459144,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.2,tv,tv_time,69,6.694679088178088e-06,1.4364960654473168e-08,2.0777727900069688e-05,1.510091733580087e-08,5.4062502520979796e-05,1.9446326076680307e-07,2.362455953931375,0.0692170307748213,3.3895025641472327e-09,3.5631561590622144e-09,4.5884826060853885e-08,0.016332192543865975
mne_sample,right_lateral_temporal,0.3,linear,instant,23,6.69877302209215e-06,0.0,1.4212196897237964e-05,0.0,5.049306077567103e-05,0.0,5.457569247277048,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.3,rbfi_tps,instant,23,6.760856401532142e-06,0.0,1.5891537946318073e-05,0.0,5.231856713354825e-05,0.0,5.702398318913559,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.2,gsmooth,instant,69,6.803114123645599e-06,1.3867775164623316e-07,2.0866015532783735e-05,1.900224807083813e-07,5.501407158855044e-05,1.1772257265303814e-06,2.7419500206190732,0.3677257591098182,3.27218852944585e-08,4.4836996153283104e-08,2.7777379379123383e-07,0.08676719925561314
mne_sample,occipital_band,0.4,trss,tv_time,92,6.821606083592431e-06,1.3967156842739718e-06,1.2418169906877828e-05,2.678979064363537e-06,4.7604821866744217e-05,1.5114286403831132e-05,6.619105871201469,1.7225131932398416,2.8541064546049917e-07,5.474336348793947e-07,3.0885156419179474e-06,0.35198545261010666
mne_sample,occipital_band,0.3,spherical_spline,instant,23,6.839517216887642e-06,0.0,1.4452681441123698e-05,0.0,4.985514876389317e-05,0.0,9.75240942719685,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.2,trss,tv_time,92,6.8540051952520866e-06,4.5866182214794404e-07,2.1004462871226612e-05,5.020960832678756e-07,5.577655468038293e-05,3.842326643576731e-06,3.3377459253107387,0.7621306355647389,9.372484907361821e-08,1.0260038519089423e-07,7.85156878927263e-07,0.15573691845153298
mne_sample,right_lateral_temporal,0.3,trss,tv_time,92,6.911126228422014e-06,1.76669119312774e-06,1.5581997294310453e-05,3.846106261772947e-06,5.3652987076644854e-05,1.76381931335911e-05,5.742039493949547,1.1937654187678526,3.610129673757285e-07,7.859292217033357e-07,3.6042611561507423e-06,0.24393895087965775
mne_sample,occipital_band,0.4,linear,instant,23,6.913009178228476e-06,0.0,1.2689696648458985e-05,0.0,4.643179747202261e-05,0.0,7.940503847702488,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.2,idw,instant,69,7.020206934865778e-06,1.962581205832787e-07,2.1045487290499536e-05,1.9056862290459738e-07,5.6560700854400727e-05,1.0760626685919848e-06,3.4034861771946994,0.3261469990152605,4.630833449199842e-08,4.496586182991042e-08,2.53903735771103e-07,0.0769564300273187
mne_sample,left_lateral_temporal,0.3,tv,tv_time,69,7.094840292516714e-06,4.110163571817541e-08,2.0156726745064767e-05,8.381277195822163e-08,5.459658470957358e-05,2.1208416518618766e-07,2.526778471833629,0.037572738818422706,9.698188739140015e-09,1.9776149221280147e-08,5.004258897776789e-08,0.00886552338223224
mne_sample,frontal_band,0.2,linear,instant,23,7.157566636952792e-06,0.0,2.3727678566722853e-05,0.0,5.506981243502386e-05,0.0,2.9257190560763195,0.0,0.0,0.0,0.0,0.0
mne_sample,left_lateral_temporal,0.3,gsmooth,instant,69,7.257758494427958e-06,1.9150577254053774e-07,2.0622667065690198e-05,4.866073219610481e-07,5.573080158393237e-05,1.3731455629994772e-06,2.8619301082346538,0.3114651377963909,4.518698816435814e-08,1.1481804964124217e-07,3.2400230802475655e-07,0.07349215278738655
mne_sample,right_lateral_temporal,0.2,rbfi_mq,instant,23,7.344123266833388e-06,0.0,1.8566845297068213e-05,0.0,5.812508777278245e-05,0.0,4.593927256217094,0.0,0.0,0.0,0.0,0.0
mne_sample,frontal_band,0.2,gsp,instant,23,7.371997573039685e-06,5.92965649055004e-07,2.1419128711300782e-05,6.963513591777344e-07,6.005779830641365e-05,5.260429636630367e-06,3.437762056351938,0.776038543152233,2.423380943426073e-07,2.8459061944811405e-07,2.1498757906060855e-06,0.3171578353377439
mne_sample,left_lateral_temporal,0.2,linear,instant,23,7.444373435799408e-06,0.0,2.261763284759064e-05,0.0,5.8646161068743243e-05,0.0,1.1468952382402529,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.3,rbfi_mq,instant,23,7.493581480295715e-06,0.0,1.658759106657061e-05,0.0,5.702798765519056e-05,0.0,7.643478781243282,0.0,0.0,0.0,0.0,0.0
mne_sample,occipital_band,0.4,rbfi_tps,instant,23,7.564746415426654e-06,0.0,1.4160235687400082e-05,0.0,5.3682816585542497e-05,0.0,8.006370455402108,0.0,0.0,0.0,0.0,0.0
mne_sample,right_lateral_temporal,0.2,spherical_spline,instant,23,7.572962744642866e-06,0.0,1.8838182401372392e-05,0.0,5.670129261452133e-05,0.0,3.872815506858272,0.0,0.0,0.0,0.0,0.0
