method,mae_mean,mae_std,mae_median
mean,0.13511050953965856,0.19134742997845414,6.596077386568797e-06
temporal_laplacian,0.21716354416619763,0.3079188104785201,8.232791083035404e-06
tikhonov,0.14760547472562516,0.20882209834231724,6.752716556445266e-06
tv,0.14083866836336248,0.19934776664143244,6.617122366004309e-06
