method,mae_mean,mae_std,mae_median
graph_time_tikhonov,0.16857330296076198,0.2404112154032889,7.547275718088727e-06
mean,0.18184559909470294,0.25943433070016614,8.12927216664556e-06
temporal_laplacian,0.17784009547486837,0.2537091858863434,7.901831886814918e-06
tikhonov,0.19924193778445096,0.2842761630238789,9.01990600459688e-06
trss,0.16329148210926606,0.23301551535708276,7.370644600320582e-06
tv,0.1657128070203514,0.2363466807118529,7.4146775624361975e-06
