method,mae_mean,mae_std,mae_median,time_mean_sec
trss,1.969045277353222e-06,5.065784236299368e-07,1.8760545669596653e-06,0.016708184999151852
tv,4.012558650210557e-06,1.1997033008487367e-07,4.018712799087066e-06,0.1429236199990555
graph_time_tikhonov,1.0382640786691808e-05,2.990792200972375e-06,1.0096889773686943e-05,0.007938259997172282
temporal_laplacian,2.032742257492796e-05,5.2961007671656135e-06,1.9786497689028407e-05,1.4545011450005405
