dataset,graph,graph_method,interp_label,method,family,missing_ratio,mae,rmse,dtw,snr
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,gsp,gsp,instant,0.4,0.2501700580938325,0.4870233083189325,2.416031698008899,3.3705746795563982
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,tikhonov__alpha0_1,tikhonov,instant,0.4,0.3457835455560399,0.4946216907665811,2.666497632631043,3.214123464871264
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,tikhonov__alpha1,tikhonov,instant,0.4,0.5027156214694637,0.5973656764457297,4.042169886558583,1.5496687391339627
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,bgsrp__bandwidth0_5_gamma0_1,bgsrp,instant,0.4,0.563301043022626,0.6666759900481781,4.098911525896018,0.6082073662838341
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,bgsrp__bandwidth0_5_gamma1,bgsrp,instant,0.4,0.5650058745881232,0.6627241586934247,4.298764170471471,0.6487450743053461
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,gsmooth__lam0_5_n_iter20,gsmooth,instant,0.4,0.23399120414602512,0.4489615751262182,2.2508726854770083,4.07462953833501
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,puy__alpha0_5,puy,instant,0.4,0.5252576099278974,0.6253858503940456,3.9907526330063527,1.1556754587074771
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,sobolev__alpha1_order2,sobolev,instant,0.4,0.5899932765020339,0.6638031118671222,5.446076123738291,0.602204160690219
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,graph_time_tikhonov__alpha0_5_beta0_5,graph_time_tikhonov,tv_time,0.4,0.4713827383858633,0.5539524614609805,4.191412213196294,2.205673552818956
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,trss__alpha0_5_beta0_5_lr0_01_n_iter30,trss,tv_time,0.4,0.168404908675935,0.33161714525298286,1.9410273149747128,6.770858948672964
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,tv__lam0_5_n_iter20,tv,tv_time,0.4,0.2247523585866389,0.429207417101399,2.2005992600655073,4.490101619438424
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,temporal_laplacian__alpha0_5_beta0_5,temporal_laplacian,tv_time,0.4,0.5302115792108271,0.6043031540381278,4.6850241929595295,1.4206185637556148
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,heat_diffusion_temporal__alpha0_5_beta0_5_n_iter10,heat_diffusion_temporal,tv_time,0.4,0.26927435873478395,0.4983115855046074,2.5171258763009074,3.165948030291788
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,spline_temporal__alpha0_5,spline_temporal,tv_time,0.4,0.2815850626341432,0.7226517056781353,3.792015766938686,5.1253025537285195
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,wavelet_temporal__alpha0_5_wavelet_level1,wavelet_temporal,tv_time,0.4,0.24696524475547452,0.4229699726125463,2.3680693880273562,4.620015816000585
synthetic_alpha,vknng__alpha1_k4_k_max8_k_min2,vknng,directed_tv__alpha0_5_beta0_5_n_iter10,directed_tv,tv_time,0.4,0.27639024565458636,0.5190379576889934,2.5603590874620146,2.7927901434178732
synthetic_alpha,gaussian__sigma1,gaussian,linear,linear,instant,0.1,0.03891456329207756,0.20001948157599972,0.9884296117229098,12.46515085418891
synthetic_alpha,gaussian__sigma1,gaussian,nearest,nearest,instant,0.1,0.03997194705623696,0.21997847910038276,1.0613494394646628,11.824149626124761
synthetic_alpha,gaussian__sigma1,gaussian,mean,mean,instant,0.1,0.03357369720457702,0.16636901346346486,0.7614024200493795,13.98703133686148
synthetic_alpha,gaussian__sigma1,gaussian,idw__power2,idw,instant,0.1,0.034764857135763036,0.17434959218631002,0.8037252463855566,13.648826674269706
synthetic_alpha,gaussian__sigma1,gaussian,spherical_spline,spherical_spline,instant,0.1,0.05831194156848674,0.3046059694314027,1.5659440587722429,9.128410134077551
synthetic_alpha,gaussian__sigma1,gaussian,rbfi_tps,rbfi_tps,instant,0.1,0.04382733130362105,0.23415068162061684,1.1377310841412251,11.235135164136315
synthetic_alpha,gaussian__sigma1,gaussian,rbfi_mq,rbfi_mq,instant,0.1,0.046304463938537425,0.24840556548833312,1.22557993413987,10.755722112882939
synthetic_alpha,gaussian__sigma1,gaussian,spline_surface,spline_surface,instant,0.1,0.14898444371599687,1.0402305652446082,5.476634934387804,2.522497715414909
synthetic_alpha,gaussian__sigma1,gaussian,gsp,gsp,instant,0.1,0.03417693811859432,0.17100784487030563,0.7766448128138506,13.866371928947126
synthetic_alpha,gaussian__sigma1,gaussian,tikhonov__alpha0_1,tikhonov,instant,0.1,0.26772628343662624,0.3262827983880028,2.5590215917484747,6.88457829931697
synthetic_alpha,gaussian__sigma1,gaussian,tikhonov__alpha1,tikhonov,instant,0.1,0.5067102733915521,0.5886250960344651,4.399824176159696,1.6802567729612157
synthetic_alpha,gaussian__sigma1,gaussian,bgsrp__bandwidth0_5_gamma0_1,bgsrp,instant,0.1,0.5619997418107822,0.6534705644152123,4.456601551039649,0.7722032764685203
synthetic_alpha,gaussian__sigma1,gaussian,bgsrp__bandwidth0_5_gamma1,bgsrp,instant,0.1,0.5662804487543107,0.6571138943190914,4.533461880912889,0.7196639233592167
synthetic_alpha,gaussian__sigma1,gaussian,gsmooth__lam0_5_n_iter20,gsmooth,instant,0.1,0.0338718411664508,0.16848562465960032,0.7673929158264599,13.930184316235021
synthetic_alpha,gaussian__sigma1,gaussian,puy__alpha0_5,puy,instant,0.1,0.5503180857326742,0.6386630011733875,4.522710192906973,0.9689231064585706
synthetic_alpha,gaussian__sigma1,gaussian,sobolev__alpha1_order2,sobolev,instant,0.1,0.5895413963705582,0.6641109304819651,5.383807330974033,0.6004695003864026
synthetic_alpha,gaussian__sigma1,gaussian,graph_time_tikhonov__alpha0_5_beta0_5,graph_time_tikhonov,tv_time,0.1,0.4697519874187011,0.5428911274994813,4.347599016160656,2.3807312050169593
synthetic_alpha,gaussian__sigma1,gaussian,trss__alpha0_5_beta0_5_lr0_01_n_iter30,trss,tv_time,0.1,0.016658454868917642,0.08554295731227259,0.5097229558467016,20.382030607274878
synthetic_alpha,gaussian__sigma1,gaussian,tv__lam0_5_n_iter20,tv,tv_time,0.1,0.03348864130444201,0.16602954281019466,0.7594719396438123,14.013336384464438
synthetic_alpha,gaussian__sigma1,gaussian,temporal_laplacian__alpha0_5_beta0_5,temporal_laplacian,tv_time,0.1,0.5259692656601637,0.589253796173201,5.055008529227879,1.6409885099616723
synthetic_alpha,gaussian__sigma1,gaussian,heat_diffusion_temporal__alpha0_5_beta0_5_n_iter10,heat_diffusion_temporal,tv_time,0.1,0.037840694193194024,0.1863714382633531,0.8320623478790363,12.731955590899299
synthetic_alpha,gaussian__sigma1,gaussian,spline_temporal__alpha0_5,spline_temporal,tv_time,0.1,0.21022641142648235,0.2542837821669584,2.124337966971895,8.997295941328236
synthetic_alpha,gaussian__sigma1,gaussian,wavelet_temporal__alpha0_5_wavelet_level1,wavelet_temporal,tv_time,0.1,0.05953618003647222,0.16742015127452523,0.9801929648208553,13.201752284522318
synthetic_alpha,gaussian__sigma1,gaussian,directed_tv__alpha0_5_beta0_5_n_iter10,directed_tv,tv_time,0.1,0.034541682032632436,0.17609937403090012,0.812299198327645,13.335933799231277
synthetic_alpha,gaussian__sigma1,gaussian,linear,linear,instant,0.2,0.11148323447242268,0.34541256360971495,1.7771568864050649,6.597817472802678
synthetic_alpha,gaussian__sigma1,gaussian,nearest,nearest,instant,0.2,0.12365288586594193,0.39196214552140274,1.9634110649997876,5.723838703982551
synthetic_alpha,gaussian__sigma1,gaussian,mean,mean,instant,0.2,0.09263121605180716,0.2695789097417286,1.3893319131145194,8.672088831776946
synthetic_alpha,gaussian__sigma1,gaussian,idw__power2,idw,instant,0.2,0.09749730222491489,0.284079854671387,1.5031273911667424,8.282224683746971
synthetic_alpha,gaussian__sigma1,gaussian,spherical_spline,spherical_spline,instant,0.2,0.17016138931077837,0.5339680001762517,3.027300283969287,2.851435403125991
synthetic_alpha,gaussian__sigma1,gaussian,rbfi_tps,rbfi_tps,instant,0.2,0.1292297123281767,0.3957212331437163,2.0853846616596834,5.436893183903121
synthetic_alpha,gaussian__sigma1,gaussian,rbfi_mq,rbfi_mq,instant,0.2,0.13627318672664918,0.41975882130413256,2.2283688174532643,4.9057030333762155
synthetic_alpha,gaussian__sigma1,gaussian,spline_surface,spline_surface,instant,0.2,17.60586815283146,368.99795082303757,1665.5135172437147,-33.97138008681932
synthetic_alpha,gaussian__sigma1,gaussian,gsp,gsp,instant,0.2,0.09499351793683684,0.27661132305608727,1.444982060546029,8.511741914600677
synthetic_alpha,gaussian__sigma1,gaussian,tikhonov__alpha0_1,tikhonov,instant,0.2,0.302355093411222,0.3797997863973123,2.7297688839321914,5.533759476064394
synthetic_alpha,gaussian__sigma1,gaussian,tikhonov__alpha1,tikhonov,instant,0.2,0.5156023655998949,0.5984649052346757,4.462240928960168,1.5287677816697613
synthetic_alpha,gaussian__sigma1,gaussian,bgsrp__bandwidth0_5_gamma0_1,bgsrp,instant,0.2,0.5642322473430609,0.6561694161115859,4.470318617933162,0.733462311776203
synthetic_alpha,gaussian__sigma1,gaussian,bgsrp__bandwidth0_5_gamma1,bgsrp,instant,0.2,0.5687372383209597,0.6590820737757016,4.596280158408686,0.6880206833005434
synthetic_alpha,gaussian__sigma1,gaussian,gsmooth__lam0_5_n_iter20,gsmooth,instant,0.2,0.09377890275352584,0.2727351180883078,1.412820472694672,8.600059843242768
synthetic_alpha,gaussian__sigma1,gaussian,puy__alpha0_5,puy,instant,0.2,0.5545801881085369,0.6427391783101938,4.584884606804795,0.9069496030357795
synthetic_alpha,gaussian__sigma1,gaussian,sobolev__alpha1_order2,sobolev,instant,0.2,0.5933932425478264,0.6677625926598113,5.468384544711582,0.5510782072602277
synthetic_alpha,gaussian__sigma1,gaussian,graph_time_tikhonov__alpha0_5_beta0_5,graph_time_tikhonov,tv_time,0.2,0.4827743453639874,0.5569844602185648,4.444369513872408,2.151332547822951
synthetic_alpha,gaussian__sigma1,gaussian,trss__alpha0_5_beta0_5_lr0_01_n_iter30,trss,tv_time,0.2,0.04898803986281374,0.1490071200720766,0.9920564199685241,14.104293943761158
synthetic_alpha,gaussian__sigma1,gaussian,tv__lam0_5_n_iter20,tv,tv_time,0.2,0.09259518667505721,0.2694529776875345,1.3896605472998975,8.678824251441116
synthetic_alpha,gaussian__sigma1,gaussian,temporal_laplacian__alpha0_5_beta0_5,temporal_laplacian,tv_time,0.2,0.5391541725517278,0.6043480544915099,5.091743507217014,1.41952882438011
synthetic_alpha,gaussian__sigma1,gaussian,heat_diffusion_temporal__alpha0_5_beta0_5_n_iter10,heat_diffusion_temporal,tv_time,0.2,0.10878863977951639,0.3081647876450875,1.60285862446566,7.467642019211763
synthetic_alpha,gaussian__sigma1,gaussian,spline_temporal__alpha0_5,spline_temporal,tv_time,0.2,0.23333039987446808,0.3400372794788972,2.7012054370395657,7.482300735582306
synthetic_alpha,gaussian__sigma1,gaussian,wavelet_temporal__alpha0_5_wavelet_level1,wavelet_temporal,tv_time,0.2,0.12196818013502535,0.27545846589884065,1.553900554524328,8.392509023154
synthetic_alpha,gaussian__sigma1,gaussian,directed_tv__alpha0_5_beta0_5_n_iter10,directed_tv,tv_time,0.2,0.10835085517211998,0.31115191300530765,1.615689577789025,7.376400918990273
synthetic_alpha,gaussian__sigma1,gaussian,linear,linear,instant,0.3,0.191724629994285,0.45733665188041017,2.2786604790650005,4.0070138259355845
synthetic_alpha,gaussian__sigma1,gaussian,nearest,nearest,instant,0.3,0.21692163063008693,0.5219757198415358,2.6245234902634467,2.9149714041011543
synthetic_alpha,gaussian__sigma1,gaussian,mean,mean,instant,0.3,0.1523575051398916,0.35164273018243286,1.823039894641967,6.292610101907036
synthetic_alpha,gaussian__sigma1,gaussian,idw__power2,idw,instant,0.3,0.1595164332114219,0.37091818641705065,1.911265217888703,5.828707529695173
synthetic_alpha,gaussian__sigma1,gaussian,spherical_spline,spherical_spline,instant,0.3,0.28207502461384154,0.6970228409562619,4.025159871164359,0.33338364734686426
synthetic_alpha,gaussian__sigma1,gaussian,rbfi_tps,rbfi_tps,instant,0.3,0.22374075147912081,0.5323419605229697,2.9142533705804605,2.685752090913451
synthetic_alpha,gaussian__sigma1,gaussian,rbfi_mq,rbfi_mq,instant,0.3,0.23025458580158722,0.5529885152756064,2.9890532935006617,2.3306770761918845
synthetic_alpha,gaussian__sigma1,gaussian,spline_surface,spline_surface,instant,0.3,0.2301886590556136,0.5740470494767999,3.1380136709552895,2.143411830968
synthetic_alpha,gaussian__sigma1,gaussian,gsp,gsp,instant,0.3,0.15540423000749895,0.3604439821776805,1.8631446943726901,6.08248576230445
synthetic_alpha,gaussian__sigma1,gaussian,tikhonov__alpha0_1,tikhonov,instant,0.3,0.33519247314230616,0.43281956210646017,2.8183144945203567,4.402448556033096
synthetic_alpha,gaussian__sigma1,gaussian,tikhonov__alpha1,tikhonov,instant,0.3,0.5205115067898229,0.6100739597457324,4.3014944991390625,1.3748446702702775
synthetic_alpha,gaussian__sigma1,gaussian,bgsrp__bandwidth0_5_gamma0_1,bgsrp,instant,0.3,0.564155009816196,0.66154786025265,4.29252479042201,0.6648302605285782
synthetic_alpha,gaussian__sigma1,gaussian,bgsrp__bandwidth0_5_gamma1,bgsrp,instant,0.3,0.5669507872367017,0.6624906197773842,4.435986281599517,0.6548979798120731
synthetic_alpha,gaussian__sigma1,gaussian,gsmooth__lam0_5_n_iter20,gsmooth,instant,0.3,0.15366362537472866,0.3553633540700163,1.8401311128588724,6.2024770489356085
synthetic_alpha,gaussian__sigma1,gaussian,puy__alpha0_5,puy,instant,0.3,0.5544145403293854,0.6480074548744649,4.422196456677842,0.8489038632591986
synthetic_alpha,gaussian__sigma1,gaussian,sobolev__alpha1_order2,sobolev,instant,0.3,0.594844444436603,0.6699806283666391,5.452973918855905,0.5227128110585045
synthetic_alpha,gaussian__sigma1,gaussian,graph_time_tikhonov__alpha0_5_beta0_5,graph_time_tikhonov,tv_time,0.3,0.4917269191514237,0.5716058896793402,4.394038533708571,1.9382545954253618
synthetic_alpha,gaussian__sigma1,gaussian,trss__alpha0_5_beta0_5_lr0_01_n_iter30,trss,tv_time,0.3,0.08587328957018,0.20406959186314327,1.3482503611797854,11.241913913756392
synthetic_alpha,gaussian__sigma1,gaussian,tv__lam0_5_n_iter20,tv,tv_time,0.3,0.15237350730470794,0.3516896537360542,1.8233243692855565,6.291595274119267
synthetic_alpha,gaussian__sigma1,gaussian,temporal_laplacian__alpha0_5_beta0_5,temporal_laplacian,tv_time,0.3,0.549934058402474,0.6176588675932418,5.117852473215362,1.2299804011252906
synthetic_alpha,gaussian__sigma1,gaussian,heat_diffusion_temporal__alpha0_5_beta0_5_n_iter10,heat_diffusion_temporal,tv_time,0.3,0.17460362075368424,0.3919712833113908,2.041699734081121,5.301269937558052
synthetic_alpha,gaussian__sigma1,gaussian,spline_temporal__alpha0_5,spline_temporal,tv_time,0.3,0.2677585708534072,0.4867265317021607,3.430388893788992,5.601884806416775
synthetic_alpha,gaussian__sigma1,gaussian,wavelet_temporal__alpha0_5_wavelet_level1,wavelet_temporal,tv_time,0.3,0.1772853928629717,0.34189772072505265,2.0448293065925967,6.470278496330751
synthetic_alpha,gaussian__sigma1,gaussian,directed_tv__alpha0_5_beta0_5_n_iter10,directed_tv,tv_time,0.3,0.1723551985764842,0.38422740246994186,2.0500510883553433,5.473339424539821
synthetic_alpha,gaussian__sigma1,gaussian,linear,linear,instant,0.4,0.26569661932302446,0.5367399035445175,2.5435760942886323,2.6299592292918095
synthetic_alpha,gaussian__sigma1,gaussian,nearest,nearest,instant,0.4,0.2900651859963976,0.5997558052327439,2.922641332083956,1.7137379914449564
synthetic_alpha,gaussian__sigma1,gaussian,mean,mean,instant,0.4,0.22419172723242395,0.42806304422499863,2.1968428300457483,4.514791029177927
synthetic_alpha,gaussian__sigma1,gaussian,idw__power2,idw,instant,0.4,0.23414072874280797,0.4495593228078655,2.244135530685915,4.079296233818429
synthetic_alpha,gaussian__sigma1,gaussian,spherical_spline,spherical_spline,instant,0.4,0.3790520165149041,0.786069106396496,4.260555219861545,-0.6551402562385645
synthetic_alpha,gaussian__sigma1,gaussian,rbfi_tps,rbfi_tps,instant,0.4,0.30742312621121765,0.6176309894002845,3.062901804197591,1.3748333746624564
synthetic_alpha,gaussian__sigma1,gaussian,rbfi_mq,rbfi_mq,instant,0.4,0.3104314405780346,0.6313696051005514,3.1409602857512327,1.1761631813966513
synthetic_alpha,gaussian__sigma1,gaussian,spline_surface,spline_surface,instant,0.4,0.3757434827656201,0.8263673424100285,4.664387313640828,-0.8384779001308061
synthetic_alpha,gaussian__sigma1,gaussian,gsp,gsp,instant,0.4,0.22764731309864059,0.43547496151258663,2.2148839216099483,4.363128094958782
synthetic_alpha,gaussian__sigma1,gaussian,tikhonov__alpha0_1,tikhonov,instant,0.4,0.3768978710781194,0.486030806678413,3.0478826338679528,3.3713166727630974
synthetic_alpha,gaussian__sigma1,gaussian,tikhonov__alpha1,tikhonov,instant,0.4,0.5313113015953942,0.6230534780788156,4.300049949694424,1.1865087164373536
synthetic_alpha,gaussian__sigma1,gaussian,bgsrp__bandwidth0_5_gamma0_1,bgsrp,instant,0.4,0.5661796716905552,0.6650406729636946,4.277362667049149,0.618767564853388
synthetic_alpha,gaussian__sigma1,gaussian,bgsrp__bandwidth0_5_gamma1,bgsrp,instant,0.4,0.5697205368945822,0.6655807947482906,4.374444334702932,0.6098584009545401
synthetic_alpha,gaussian__sigma1,gaussian,gsmooth__lam0_5_n_iter20,gsmooth,instant,0.4,0.22566621689855146,0.43120642464733727,2.203291875557134,4.449227405551341
synthetic_alpha,gaussian__sigma1,gaussian,puy__alpha0_5,puy,instant,0.4,0.5596113875521502,0.6538575096806811,4.36907666648655,0.7655213462355231
synthetic_alpha,gaussian__sigma1,gaussian,sobolev__alpha1_order2,sobolev,instant,0.4,0.6002125124213598,0.6748439552945392,5.515428468392758,0.4590088846646896
synthetic_alpha,gaussian__sigma1,gaussian,graph_time_tikhonov__alpha0_5_beta0_5,graph_time_tikhonov,tv_time,0.4,0.5067958044725843,0.5889365866632655,4.501743833986061,1.6752696180928899
synthetic_alpha,gaussian__sigma1,gaussian,trss__alpha0_5_beta0_5_lr0_01_n_iter30,trss,tv_time,0.4,0.1436336180518029,0.28279830703828057,1.788641033443443,8.172532171383375
synthetic_alpha,gaussian__sigma1,gaussian,tv__lam0_5_n_iter20,tv,tv_time,0.4,0.2242095469112784,0.42810121878010604,2.1968810760954205,4.513964552313515
synthetic_alpha,gaussian__sigma1,gaussian,temporal_laplacian__alpha0_5_beta0_5,temporal_laplacian,tv_time,0.4,0.5638738896341664,0.6357287673987443,5.11905359322861,0.9781772935513374
synthetic_alpha,gaussian__sigma1,gaussian,heat_diffusion_temporal__alpha0_5_beta0_5_n_iter10,heat_diffusion_temporal,tv_time,0.4,0.2544709658863286,0.47156357585534475,2.407420781470004,3.653329648366919
synthetic_alpha,gaussian__sigma1,gaussian,spline_temporal__alpha0_5,spline_temporal,tv_time,0.4,0.2978213027678871,0.726952094998836,3.9820483255476007,4.918473122053157
synthetic_alpha,gaussian__sigma1,gaussian,wavelet_temporal__alpha0_5_wavelet_level1,wavelet_temporal,tv_time,0.4,0.25107962886495533,0.4242480460288964,2.4178165819646753,4.589165597707434
synthetic_alpha,gaussian__sigma1,gaussian,directed_tv__alpha0_5_beta0_5_n_iter10,directed_tv,tv_time,0.4,0.2513298652166634,0.46392302844908456,2.417510610725556,3.764468193964484
synthetic_alpha,nnk__k4,nnk,linear,linear,instant,0.1,0.03891456329207756,0.20001948157599972,0.9884296117229098,12.46515085418891
synthetic_alpha,nnk__k4,nnk,nearest,nearest,instant,0.1,0.03997194705623696,0.21997847910038276,1.0613494394646628,11.824149626124761
synthetic_alpha,nnk__k4,nnk,mean,mean,instant,0.1,0.03357369720457702,0.16636901346346486,0.7614024200493795,13.98703133686148
synthetic_alpha,nnk__k4,nnk,idw__power2,idw,instant,0.1,0.034764857135763036,0.17434959218631002,0.8037252463855566,13.648826674269706
synthetic_alpha,nnk__k4,nnk,spherical_spline,spherical_spline,instant,0.1,0.05831194156848674,0.3046059694314027,1.5659440587722429,9.128410134077551
synthetic_alpha,nnk__k4,nnk,rbfi_tps,rbfi_tps,instant,0.1,0.04382733130362105,0.23415068162061684,1.1377310841412251,11.235135164136315
synthetic_alpha,nnk__k4,nnk,rbfi_mq,rbfi_mq,instant,0.1,0.046304463938537425,0.24840556548833312,1.22557993413987,10.755722112882939
synthetic_alpha,nnk__k4,nnk,spline_surface,spline_surface,instant,0.1,0.14898444371599687,1.0402305652446082,5.476634934387804,2.522497715414909
synthetic_alpha,nnk__k4,nnk,gsp,gsp,instant,0.1,0.0385559484400101,0.1991355241267797,0.9659166197808752,12.501681004199838
synthetic_alpha,nnk__k4,nnk,tikhonov__alpha0_1,tikhonov,instant,0.1,0.10981067429544038,0.2138792654860117,1.2391055133511248,11.214074186599632
synthetic_alpha,nnk__k4,nnk,tikhonov__alpha1,tikhonov,instant,0.1,0.34371548993267337,0.41300381590402246,3.1986751966871014,4.788612332628269
synthetic_alpha,nnk__k4,nnk,bgsrp__bandwidth0_5_gamma0_1,bgsrp,instant,0.1,0.5545100843992979,0.6488624036076127,4.3067041384678815,0.8605350039502643
synthetic_alpha,nnk__k4,nnk,bgsrp__bandwidth0_5_gamma1,bgsrp,instant,0.1,0.5568147092549728,0.649191597954314,4.378901418541286,0.845024669685073
synthetic_alpha,nnk__k4,nnk,gsmooth__lam0_5_n_iter20,gsmooth,instant,0.1,0.03545586062051169,0.17925750000265378,0.835926730369738,13.380847958572733
synthetic_alpha,nnk__k4,nnk,puy__alpha0_5,puy,instant,0.1,0.31522442016926877,0.3978287710033027,2.9090226562672545,5.144529306609303
synthetic_alpha,nnk__k4,nnk,sobolev__alpha1_order2,sobolev,instant,0.1,0.5134898163056743,0.5788936608126799,4.88554685700165,1.793144857547685
synthetic_alpha,nnk__k4,nnk,graph_time_tikhonov__alpha0_5_beta0_5,graph_time_tikhonov,tv_time,0.1,0.2871548517959127,0.34382564613742805,2.815876962208477,6.402763336276411
synthetic_alpha,nnk__k4,nnk,trss__alpha0_5_beta0_5_lr0_01_n_iter30,trss,tv_time,0.1,0.022732788935201094,0.11398414390573999,0.5896755986438985,17.33682050774298
synthetic_alpha,nnk__k4,nnk,tv__lam0_5_n_iter20,tv,tv_time,0.1,0.034577167924211234,0.1738801534173251,0.8085148370596622,13.616805203214552
synthetic_alpha,nnk__k4,nnk,temporal_laplacian__alpha0_5_beta0_5,temporal_laplacian,tv_time,0.1,0.3844968107572245,0.44169912948787865,3.604451139148322,4.171962833991892
synthetic_alpha,nnk__k4,nnk,heat_diffusion_temporal__alpha0_5_beta0_5_n_iter10,heat_diffusion_temporal,tv_time,0.1,0.039906052978844975,0.19700968813288966,0.9040993127492026,12.06518155791221
synthetic_alpha,nnk__k4,nnk,spline_temporal__alpha0_5,spline_temporal,tv_time,0.1,0.1218653118101766,0.16798442200070968,1.289759742543385,12.789409708918603
synthetic_alpha,nnk__k4,nnk,wavelet_temporal__alpha0_5_wavelet_level1,wavelet_temporal,tv_time,0.1,0.04550862031356303,0.156890214922608,0.7998601535741517,13.91757528359455
synthetic_alpha,nnk__k4,nnk,directed_tv__alpha0_5_beta0_5_n_iter10,directed_tv,tv_time,0.1,0.06906010785960044,0.4071688499896209,2.1300209532245358,7.673130082057795
synthetic_alpha,nnk__k4,nnk,linear,linear,instant,0.2,0.11148323447242268,0.34541256360971495,1.7771568864050649,6.597817472802678
synthetic_alpha,nnk__k4,nnk,nearest,nearest,instant,0.2,0.12365288586594193,0.39196214552140274,1.9634110649997876,5.723838703982551
synthetic_alpha,nnk__k4,nnk,mean,mean,instant,0.2,0.09263121605180716,0.2695789097417286,1.3893319131145194,8.672088831776946
synthetic_alpha,nnk__k4,nnk,idw__power2,idw,instant,0.2,0.09749730222491489,0.284079854671387,1.5031273911667424,8.282224683746971
synthetic_alpha,nnk__k4,nnk,spherical_spline,spherical_spline,instant,0.2,0.17016138931077837,0.5339680001762517,3.027300283969287,2.851435403125991
synthetic_alpha,nnk__k4,nnk,rbfi_tps,rbfi_tps,instant,0.2,0.1292297123281767,0.3957212331437163,2.0853846616596834,5.436893183903121
synthetic_alpha,nnk__k4,nnk,rbfi_mq,rbfi_mq,instant,0.2,0.13627318672664918,0.41975882130413256,2.2283688174532643,4.9057030333762155
synthetic_alpha,nnk__k4,nnk,spline_surface,spline_surface,instant,0.2,17.60586815283146,368.99795082303757,1665.5135172437147,-33.97138008681932
synthetic_alpha,nnk__k4,nnk,gsp,gsp,instant,0.2,0.10744892468108865,0.3222065958264905,1.6926825761957556,7.238172741683914
synthetic_alpha,nnk__k4,nnk,tikhonov__alpha0_1,tikhonov,instant,0.2,0.1677561437800547,0.325119013856749,1.7698690985739969,7.094261248032543
synthetic_alpha,nnk__k4,nnk,tikhonov__alpha1,tikhonov,instant,0.2,0.37043865591931585,0.45290960317546347,3.2718848584315396,3.967463992352363
synthetic_alpha,nnk__k4,nnk,bgsrp__bandwidth0_5_gamma0_1,bgsrp,instant,0.2,0.5565824584723134,0.6531240722406731,4.282666197190046,0.8042866010509812
synthetic_alpha,nnk__k4,nnk,bgsrp__bandwidth0_5_gamma1,bgsrp,instant,0.2,0.5588487047467204,0.6521430930171708,4.385814638758145,0.8027512935315942
synthetic_alpha,nnk__k4,nnk,gsmooth__lam0_5_n_iter20,gsmooth,instant,0.2,0.09850044361473506,0.288328723313414,1.5210118165598334,8.143614749976543
synthetic_alpha,nnk__k4,nnk,puy__alpha0_5,puy,instant,0.2,0.34639063174351664,0.45437137967880914,2.9294742510162712,3.9654893114339163
synthetic_alpha,nnk__k4,nnk,sobolev__alpha1_order2,sobolev,instant,0.2,0.5263964243692979,0.5934515612226885,4.950469397579876,1.5746684281568533
synthetic_alpha,nnk__k4,nnk,graph_time_tikhonov__alpha0_5_beta0_5,graph_time_tikhonov,tv_time,0.2,0.3213691240510446,0.38825474118355474,3.0559637382979403,5.317945320501184
synthetic_alpha,nnk__k4,nnk,trss__alpha0_5_beta0_5_lr0_01_n_iter30,trss,tv_time,0.2,0.06886536778834586,0.20133743780502852,1.2197860608845177,11.29179700174613
synthetic_alpha,nnk__k4,nnk,tv__lam0_5_n_iter20,tv,tv_time,0.2,0.09542773758208509,0.27856844552709525,1.4640317904813094,8.451540018225755
synthetic_alpha,nnk__k4,nnk,temporal_laplacian__alpha0_5_beta0_5,temporal_laplacian,tv_time,0.2,0.41123986540924756,0.47746938503171127,3.71771043643844,3.482375917629381
synthetic_alpha,nnk__k4,nnk,heat_diffusion_temporal__alpha0_5_beta0_5_n_iter10,heat_diffusion_temporal,tv_time,0.2,0.11912944319423942,0.33475716871245814,1.725383675305916,6.726328901820421
synthetic_alpha,nnk__k4,nnk,spline_temporal__alpha0_5,spline_temporal,tv_time,0.2,0.1554281595484926,0.2884636003354754,2.017531341293998,9.696044577134375
synthetic_alpha,nnk__k4,nnk,wavelet_temporal__alpha0_5_wavelet_level1,wavelet_temporal,tv_time,0.2,0.10830842155805231,0.26785629759179547,1.4545188303932377,8.639425371012093
synthetic_alpha,nnk__k4,nnk,directed_tv__alpha0_5_beta0_5_n_iter10,directed_tv,tv_time,0.2,0.16083048640882047,0.5117055693392402,2.716991871939154,3.433764042634725
