dataset,scenario,missing_ratio,grupo,method,family,runs,mae_mean,mae_std,rmse_mean,rmse_std,dtw_mean,dtw_std,snr_mean,snr_std,mae_ci95,rmse_ci95,dtw_ci95,snr_ci95
synthetic,left_lateral_temporal,0.1,GSP,gsmooth,instant,69,0.0562947787757025,0.0018438999371582,0.2201169419740563,0.0083252038035039,0.3287661099461457,0.0355050467155935,-0.0500536295642424,0.2943727467017802,0.0004350797552016,0.0019643840535155,0.0083776384619053,0.0694590959043139
synthetic,left_lateral_temporal,0.1,TV/Tiempo,tv,tv_time,69,0.0566300692015634,0.0019246974491673,0.2204561545497904,0.0086626363575003,0.3346534891858164,0.0416127132444395,-0.0929520537140086,0.3028798445518328,0.000454144434926,0.0020440033810241,0.0098187806869648,0.0714663989989608
synthetic,left_lateral_temporal,0.2,Baseline,spherical_spline,instant,23,0.1087748469907032,0.0,0.2988117822707623,0.0,0.737452108928843,0.0,0.1754962871250347,0.0,0.0,0.0,0.0,0.0
synthetic,left_lateral_temporal,0.2,GSP,gsmooth,instant,69,0.1134457071662836,0.0034614549759385,0.3140552166850906,0.0121771593087509,0.6741523620327425,0.0542304747010027,-0.2367915810183809,0.3074197738217906,0.0008167520119848,0.0028732771146287,0.0127960206418478,0.0725376237848621
synthetic,left_lateral_temporal,0.2,TV/Tiempo,tv,tv_time,69,0.1145521473871553,0.0064467769234788,0.3162121109046298,0.0199871893012427,0.6678370176410637,0.0766664654445852,-0.301957740708927,0.529945880779008,0.0015211574495898,0.004716102676241,0.0180899333774094,0.1250440544158656
synthetic,left_lateral_temporal,0.3,Baseline,spherical_spline,instant,23,0.1816939824997896,0.0,0.3812268395649996,0.0,1.2756250244581993,0.0,0.5361229668193568,0.0,0.0,0.0,0.0,0.0
synthetic,left_lateral_temporal,0.3,GSP,gsmooth,instant,69,0.1891805276443062,0.0087946306816968,0.3985645526272972,0.0217265718692693,1.2540897372251834,0.0793608266926576,0.1488775771706744,0.4389178018257663,0.002075148269693,0.005126520902658,0.0187256848130554,0.1035654082543579
synthetic,left_lateral_temporal,0.3,TV/Tiempo,tv,tv_time,69,0.1856311430904521,0.0049340299460716,0.3910903375786806,0.0129741978384356,1.2567129740706449,0.0604616906120809,0.3338509566901669,0.2655809989781929,0.0011642153122487,0.0030613433547718,0.0142663151185526,0.0626655024457066
synthetic,left_lateral_temporal,0.4,Baseline,spherical_spline,instant,23,0.2445938215465636,0.0,0.4551146175656926,0.0,1.4906971656772432,0.0,0.1454344564978232,0.0,0.0,0.0,0.0,0.0
synthetic,left_lateral_temporal,0.4,GSP,gsmooth,instant,69,0.2544355707332463,0.0086436506151058,0.4761805245221352,0.0186275506312426,1.455212334345288,0.0830637117551516,-0.2505322916589901,0.3399533055043717,0.0020395235760267,0.0043952874043353,0.0195994037682241,0.0802141146372429
synthetic,left_lateral_temporal,0.4,TV/Tiempo,tv,tv_time,69,0.2511943444560541,0.0076870275116578,0.4703569967161002,0.0173258334796803,1.4323046700902893,0.0550337451558223,-0.1158602273706778,0.300492427833674,0.001813802354782,0.0040881390779916,0.0129855573438134,0.0709030730503187
synthetic,midline_central,0.1,Baseline,spherical_spline,instant,23,0.0582318076315297,0.0,0.2256497438597423,0.0,0.3678172883372213,0.0,-0.3944348965294836,0.0,0.0,0.0,0.0,0.0
synthetic,midline_central,0.1,GSP,gsmooth,instant,69,0.0616599496914622,0.0022012018960762,0.2419518399876108,0.0106923384347333,0.3080637398161985,0.0365582094849383,-0.9858508838670808,0.3762520761357047,0.0005193873934233,0.0025229243165363,0.0086261388228198,0.0887790372353416
synthetic,midline_central,0.1,TV/Tiempo,tv,tv_time,69,0.0615921069849774,0.0034356955774717,0.242451455646636,0.0164701194709383,0.3087576414690852,0.0463207827966222,-0.9891786992416236,0.568441284033009,0.0008106739203524,0.0038862279905495,0.0109296792270411,0.1341272862586683
synthetic,midline_central,0.2,Baseline,spherical_spline,instant,23,0.1021720677531056,0.0,0.2793502312653736,0.0,0.8248155437821242,0.0,0.857470652813501,0.0,0.0,0.0,0.0,0.0
synthetic,midline_central,0.2,GSP,gsmooth,instant,69,0.1068994769061004,0.0066718596828504,0.2934248592894323,0.0205185057320483,0.7832923639990269,0.0599177747740185,0.4120515127097546,0.5982400596698759,0.0015742671383934,0.0048414701205318,0.0141379747650955,0.1411584942695413
