method,mae_mean,mae_std,mae_median,time_mean_sec
trss,9.460879695606488,23.66744139203985,0.02017211880865512,0.026806062812487614
tv,9.543825277442966,24.709115242113057,0.016279771009742306,0.24480777372918303
mean,11.364159262672494,27.760599328223027,0.016357337732694245,0.0030317316041627387
tikhonov,23.499921254936137,53.94278524385822,0.035318098399834304,0.0086174101458217
