method,mae_mean,mae_std,mae_median,time_mean_sec
trss,5.12454659234582e-06,2.29909300063441e-06,4.514870161165636e-06,0.016249987498667906
tv,5.734207182182246e-06,1.6755976782172338e-06,5.276194792515304e-06,0.14289164374804386
mean,5.794705106879436e-06,1.661242974634854e-06,5.34051637049383e-06,0.00214803125072649
nearest,7.164625654610204e-06,2.429396438344197e-06,6.423088660755839e-06,0.00421502500284987
tikhonov,1.183942105995972e-05,4.161928050329159e-06,1.0647813865162248e-05,0.0061941187541378895
graph_time_tikhonov,2.0920504100023483e-05,7.4984631119005874e-06,1.880413950060334e-05,0.008782487501775904
temporal_laplacian,3.092086371003106e-05,5.858189963757119e-06,2.9013242291114938e-05,1.4332807937516918
