method,mae_mean,mae_std,mae_median,time_mean_sec
trss,1.5608030732061005e-06,6.894263729528002e-07,1.5803212896596616e-06,0.01723140000001422
tv,2.441716906076506e-06,1.0280799727061656e-06,2.2583135719140733e-06,0.17602718750008534
mean,2.460806366544781e-06,1.044371655922307e-06,2.2584148811571525e-06,0.002154842500044651
heat_diffusion_temporal,3.303416814894541e-06,1.5255765463452137e-06,2.8774485821890993e-06,0.036795272499944076
