test_id,metric,group_a,group_b,statistic,p_value,decision
mae_trss_vs_tikhonov,mae,trss,tikhonov,16.0,0.0013539414430926307,reject_H0
rmse_trss_vs_tikhonov,rmse,trss,tikhonov,58.0,0.43573066003173655,fail_to_reject_H0
mae_tv_family_vs_instant,mae,tv_time,instant,6302.0,0.1671554830999843,fail_to_reject_H0
dtw_tv_family_vs_instant,dtw,tv_time,instant,,,insufficient_data
rmse_tv_family_vs_instant,rmse,tv_time,instant,4991.0,0.00015378544578514126,reject_H0
