method,missing_ratio,metric,mean,std,median,ci95_lo,ci95_hi,n
trss,0.4,dtw,,,,,,0
tv,0.1,mae,0.0701,0.0137,0.0659,0.0361,0.104,3
tv,0.1,rmse,0.2376,0.0328,0.231,0.1561,0.3192,3
tv,0.1,snr,0.0996,0.7674,-0.0857,-1.8067,2.006,3
tv,0.1,dtw,,,,,,0
tv,0.2,mae,0.1268,0.0069,0.1252,0.1097,0.144,3
tv,0.2,rmse,0.319,0.0157,0.3272,0.2801,0.358,3
tv,0.2,snr,0.0787,0.6487,-0.0439,-1.5329,1.6903,3
tv,0.2,dtw,,,,,,0
tv,0.3,mae,0.2062,0.0057,0.2039,0.1919,0.2204,3
tv,0.3,rmse,0.4203,0.014,0.4161,0.3857,0.455,3
tv,0.3,snr,-0.3758,0.1975,-0.4067,-0.8665,0.1149,3
tv,0.3,dtw,,,,,,0
tv,0.4,mae,0.2606,0.0219,0.2611,0.2062,0.3151,3
tv,0.4,rmse,0.4674,0.0254,0.4588,0.4042,0.5305,3
tv,0.4,snr,-0.2291,0.3617,-0.2628,-1.1277,0.6695,3
tv,0.4,dtw,,,,,,0
wavelet_temporal,0.1,mae,0.1077,0.0176,0.1103,0.0639,0.1514,3
wavelet_temporal,0.1,rmse,0.2727,0.0284,0.2744,0.2021,0.3433,3
wavelet_temporal,0.1,snr,13.8217,3.0432,12.2532,6.262,21.3814,3
wavelet_temporal,0.1,dtw,,,,,,0
wavelet_temporal,0.2,mae,0.1626,0.0092,0.1601,0.1396,0.1855,3
wavelet_temporal,0.2,rmse,0.3462,0.0091,0.3474,0.3237,0.3688,3
wavelet_temporal,0.2,snr,12.3061,2.237,11.2723,6.7491,17.863,3
wavelet_temporal,0.2,dtw,,,,,,0
wavelet_temporal,0.3,mae,0.2264,0.0116,0.2296,0.1976,0.2552,3
wavelet_temporal,0.3,rmse,0.4131,0.0113,0.4175,0.385,0.4412,3
wavelet_temporal,0.3,snr,10.8924,2.7563,9.6172,4.0454,17.7395,3
wavelet_temporal,0.3,dtw,,,,,,0
wavelet_temporal,0.4,mae,0.2838,0.0161,0.2819,0.2438,0.3239,3
wavelet_temporal,0.4,rmse,0.4666,0.0131,0.4636,0.434,0.4993,3
wavelet_temporal,0.4,snr,9.0299,1.7865,8.1988,4.592,13.4679,3
wavelet_temporal,0.4,dtw,,,,,,0
