method,mae_mean,mae_std,mae_median
graph_time_tikhonov,0.1700865693610496,0.2431758589808801,7.62056458224453e-06
mean,0.18976312847299057,0.27134819368096275,8.525994301460953e-06
nearest,0.23686278821219736,0.3385419976794426,1.0708376030202247e-05
temporal_laplacian,0.18368858310274921,0.2626583994978567,8.322006648913942e-06
tikhonov,0.2103397020983613,0.30058872653918983,9.488382044036487e-06
trss,0.16769805032536686,0.23972112892204733,7.403139722926681e-06
tv,0.16844211389549157,0.24083537376653608,7.609181111013357e-06
