method,mae_mean,mae_std,mae_median
mean,1.713326413057943e-06,1.5017463966679595e-07,1.7133264130579427e-06
temporal_laplacian,1.4816161967616105e-06,2.1939410404203318e-07,1.4970141652156345e-06
tikhonov,1.6355271229396551e-06,1.6248261339832864e-07,1.657935317055446e-06
tv,1.7189995254032775e-06,1.368048510204364e-07,1.721826839385924e-06
