method,mae_mean,mae_std,mae_median
graph_time_tikhonov,0.2553336715638065,0.2580180789798697,0.2368075015757031
mean,0.2726514122065441,0.2758538947357301,0.24131428829630364
nearest,0.34044925368921036,0.34409434913200887,0.31305231482127693
temporal_laplacian,0.27059389101443493,0.27350790499221717,0.24832531392509988
tikhonov,0.302675407286738,0.3058746070117204,0.2738694358190925
trss,0.24802366283192515,0.2507792159552181,0.22664455210195916
tv,0.2508298357732881,0.2536990766927692,0.22774736054106323
