test_id,metric,group_a,group_b,statistic,p_value,decision
mae_trss_vs_tikhonov,mae,trss,tikhonov,53.0,0.28547630885188247,fail_to_reject_H0
rmse_trss_vs_tikhonov,rmse,trss,tikhonov,54.0,0.3123214216762161,fail_to_reject_H0
mae_tv_family_vs_instant,mae,tv_time,instant,6391.0,0.2231339113495815,fail_to_reject_H0
dtw_tv_family_vs_instant,dtw,tv_time,instant,,,insufficient_data
rmse_tv_family_vs_instant,rmse,tv_time,instant,4631.0,8.79452975359297e-06,reject_H0
