method,missing_ratio,metric,mean,median,std,ci_lo,ci_hi,n,family
bgsrp,0.1,mae,0.3367953700638684,0.4336622078778174,0.2256523043784888,0.11565611177294938,0.5579346283547875,4,instant
bgsrp,0.1,rmse,0.4194508021550425,0.5432981775273207,0.2805231633419056,0.14453810207997503,0.69436350223011,4,instant
bgsrp,0.1,snr,3.587784709954353,3.0858949648086584,1.61565538369808,2.004442433930235,5.171126985978471,4,instant
bgsrp,0.2,mae,0.3559417701716436,0.4536414807794623,0.23918291814109158,0.12154251039337383,0.5903410299499133,4,instant
bgsrp,0.2,rmse,0.45877775553236416,0.5970990676983285,0.30653263552648535,0.1583757727164085,0.7591797383483199,4,instant
bgsrp,0.2,snr,3.1552264388990823,2.7435972019589743,1.4450079481605644,1.7391186497017292,4.571334228096435,4,instant
bgsrp,0.3,mae,0.378486118148386,0.47286870879094633,0.2563886847893077,0.12722520705486445,0.6297470292419076,4,instant
bgsrp,0.3,rmse,0.5099105672675499,0.6489345494989278,0.3433936634975809,0.17338477703992067,0.8464363574951792,4,instant
bgsrp,0.3,snr,3.2337387318937143,3.413083014400364,1.6573182041434749,1.609566891833109,4.85791057195432,4,instant
bgsrp,0.4,mae,0.3899153596459826,0.5096103829178791,0.2608254097216175,0.1343064581187975,0.6455242611731677,4,instant
bgsrp,0.4,rmse,0.5572083585221682,0.7335374685551089,0.37173503743477093,0.19290802183609268,0.9215086952082437,4,instant
bgsrp,0.4,snr,3.3326088084637067,3.1421537890504325,0.9982625493046067,2.354311510145192,4.310906106782221,4,instant
directed_tv,0.1,mae,0.06882383616652366,0.08027880455579255,0.04894451849569363,0.020858208040743897,0.11678946429230341,4,tv_time
directed_tv,0.1,rmse,0.24623133140845557,0.2901571686188469,0.1738343119869069,0.07587370566128682,0.41658895715562433,4,tv_time
directed_tv,0.1,snr,-1.7763198517099208,-1.4471780351769432,2.2714625964994553,-4.002353196279387,0.4497134928595452,4,tv_time
directed_tv,0.2,mae,0.12023199736168642,0.14243189412206425,0.0845544444680691,0.037368641782978704,0.20309535294039416,4,tv_time
directed_tv,0.2,rmse,0.31244276260810117,0.3733493716636343,0.21716348788736511,0.09962254447848334,0.5252629807377189,4,tv_time
directed_tv,0.2,snr,-1.3202138489259962,-1.385124367060627,1.7816332747556767,-3.0662144581865594,0.42578676033456686,4,tv_time
directed_tv,0.3,mae,0.1642365637173589,0.21265689830623002,0.10996790981327131,0.056468012100353016,0.2720051153343648,4,tv_time
directed_tv,0.3,rmse,0.3492287959646566,0.45034949746489333,0.23383170055993574,0.1200737294159196,0.5783838625133937,4,tv_time
directed_tv,0.3,snr,-0.5616445654882141,-0.48906472193547723,1.0805310792909915,-1.6205650231933857,0.49727589221695756,4,tv_time
directed_tv,0.4,mae,0.20435361955701223,0.26809372561571376,0.13638070240984027,0.07070053119536876,0.3380067079186557,4,tv_time
directed_tv,0.4,rmse,0.3783218833028848,0.49705833219578044,0.25241247512736575,0.13095765767806636,0.6256861089277033,4,tv_time
directed_tv,0.4,snr,-0.4362561536959184,-0.3997528830996371,0.8985970342612586,-1.3168812472719518,0.44436893988011494,4,tv_time
graph_time_tikhonov,0.1,mae,0.1806336347895584,0.23979703118748966,0.1204324157808436,0.06260986732433169,0.2986574022547851,4,tv_time
