dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,lambda
physionet_eegmmidb_real,knn__k3,tv,0.2,0,3.867712682897776e-06,1.2011660583560955e-05,13.04504771903423,8.196129346186804e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.29110733099992103,0.05
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,0,6.658061826251669e-06,1.1325286157821677e-05,13.856466472557992,8.166256418402679e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.016071859000021504,0.05
physionet_eegmmidb_real,knn__k3,trss,0.2,0,1.4248277476455446e-06,5.013572738566391e-06,21.559335936977835,3.573231723861333e-05,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.03487889899997754,0.05
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,0,1.3703660322919406e-05,1.8498331806119213e-05,9.657578880985042,0.00013061471431002932,"{""alpha"": 0.05, ""beta"": 0.5}",,5,7.275705167999831,0.05
physionet_eegmmidb_real,knn__k3,tv,0.2,1,3.8094147277226157e-06,1.1856341251535069e-05,13.225796278604555,7.75252999033343e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.2873307840000052,0.05
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,1,6.59166085671668e-06,1.1232348957330768e-05,13.915760205544066,7.960304063704163e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.01583670400009396,0.05
physionet_eegmmidb_real,knn__k3,trss,0.2,1,1.391535000213363e-06,4.860130528335975e-06,21.115831187893658,3.372186699488034e-05,"{""alpha"": 0.05, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.03378225200003726,0.05
physionet_eegmmidb_real,knn__k3,temporal_laplacian,0.2,1,1.3716022711203451e-05,1.851983363375601e-05,9.641653625492665,0.0001301430131945609,"{""alpha"": 0.05, ""beta"": 0.5}",,5,7.274704337999992,0.05
physionet_eegmmidb_real,knn__k3,tv,0.2,2,3.8070409336349057e-06,1.175728918108642e-05,13.192714480027016,7.897494178127881e-05,"{""lam"": 0.05, ""n_iter"": 30}",,5,0.2891152820000116,0.05
physionet_eegmmidb_real,knn__k3,graph_time_tikhonov,0.2,2,6.586294707012029e-06,1.1064637935886131e-05,13.93099063440392,8.063265517941727e-05,"{""alpha"": 0.05, ""beta"": 0.1}",,5,0.01614541799995095,0.05
