method,missing_ratio,metric,mean,median,std,ci_lo,ci_hi,n,family
bgsrp,0.1,mae,2.429201065521013e-05,2.437387494954223e-05,2.171018722851191e-06,2.3473097669094946e-05,2.5110923641325314e-05,27,instant
bgsrp,0.1,rmse,3.64944956317925e-05,3.661748241021554e-05,3.2615757675307654e-06,3.526422215551322e-05,3.772476910807178e-05,27,instant
bgsrp,0.1,snr,5.339301869099535,4.991106686071941,1.1151611392897922,4.9186606609131385,5.759943077285932,27,instant
bgsrp,0.2,mae,2.540359813591537e-05,2.550634900489243e-05,2.403933223412897e-06,2.4496829293396507e-05,2.6310366978434234e-05,27,instant
bgsrp,0.2,rmse,3.663151822207259e-05,3.6779683072938566e-05,3.466427204798096e-06,3.532397433792586e-05,3.793906210621932e-05,27,instant
bgsrp,0.2,snr,5.029573105248139,4.992408278950236,1.2155475480827413,4.57106592523721,5.488080285259068,27,instant
bgsrp,0.3,mae,2.592135180961166e-05,2.5538814279022755e-05,2.1482786708455783e-06,2.5111016420592402e-05,2.6731687198630918e-05,27,instant
bgsrp,0.3,rmse,3.81066169443661e-05,3.7544253868085874e-05,3.1581544435236325e-06,3.6915354216533724e-05,3.929787967219848e-05,27,instant
bgsrp,0.3,snr,4.717497363186066,4.3767855650105725,1.2441447971902426,4.248203238587875,5.186791487784257,27,instant
bgsrp,0.4,mae,3.260931879205546e-05,3.312544123644879e-05,2.856065820949419e-06,3.1532004549963815e-05,3.368663303414711e-05,27,instant
bgsrp,0.4,rmse,5.1257025060533056e-05,5.206829319021315e-05,4.489312956595764e-06,4.956364644514126e-05,5.2950403675924854e-05,27,instant
bgsrp,0.4,snr,3.7077495643479477,3.6427744097998556,1.1150750593496288,3.287140825702279,4.128358302993616,27,instant
directed_tv,0.1,mae,2.2275086738439153e-06,2.1909072106113356e-06,2.2252408664186239e-07,2.143572104178997e-06,2.3114452435088338e-06,27,tv_time
directed_tv,0.1,rmse,1.0077425388232126e-05,9.911837474183762e-06,1.0067165648105584e-06,9.697689709500653e-06,1.04571610669636e-05,27,tv_time
