method,mae_mean,mae_std,mae_median
graph_time_tikhonov,0.17454928023136201,0.25225475095712124,7.92703208995826e-06
mean,0.18686365574147898,0.2698449347038931,8.283747241638715e-06
nearest,0.2308084652446267,0.333330355593958,1.052555871714583e-05
temporal_laplacian,0.18453513472041455,0.2667910880003469,8.111028994871434e-06
tikhonov,0.2035577935482931,0.2940894094316082,9.192144443461535e-06
trss,0.1703711618526383,0.24626421037658017,7.686561752843438e-06
tv,0.17312964135884806,0.2501721602315234,7.743831205444858e-06
