dataset,graph,method,mae,rmse,snr
mne_sample,aew,spline_surface,4.816687990985661e-06,1.634382609221894e-05,0.9721712835535767
mne_sample,aew,spherical_spline,4.6888238126766754e-06,1.55913580236117e-05,1.1973773039640303
mne_sample,aew,gsp,3.942660206328759e-06,1.3206912069737076e-05,3.398670122838092
mne_sample,aew,tikhonov,1.5202494663825403e-05,2.1870819744276964e-05,8.086021278713652
mne_sample,aew,bgsrp,1.6405333442285196e-05,2.4709476332402483e-05,5.571622576140396
mne_sample,aew,gsmooth,3.6426886717404592e-06,1.2163800722714332e-05,4.327401099398467
mne_sample,aew,graph_time_tikhonov,1.516835778730583e-05,2.176726030224834e-05,8.739219834772516
mne_sample,aew,trss,3.0706008762300475e-06,1.024202934399059e-05,5.471011988330572
mne_sample,aew,tv,3.529357014042594e-06,1.1638848431728122e-05,4.366626988474622
mne_sample,aew,puy,1.6105368500279027e-05,2.3310269340802823e-05,7.716425367481989
mne_sample,aew,sobolev,2.9299316761752003e-05,3.68209516226862e-05,3.697596392892526
mne_sample,kalofolias,linear,4.7346493305824634e-06,1.431773882043458e-05,1.0741561582903143
mne_sample,kalofolias,idw,3.647782343136269e-06,1.2256078134780409e-05,4.416831636598475
mne_sample,kalofolias,rbfi_tps,5.285377198068019e-06,1.700890855242482e-05,-0.09629085658260265
mne_sample,kalofolias,rbfi_mq,7.17627339462444e-06,2.221806055701329e-05,-3.6253913303101863
mne_sample,kalofolias,spline_surface,4.816687990985661e-06,1.634382609221894e-05,0.9721712835535767
mne_sample,kalofolias,spherical_spline,4.6888238126766754e-06,1.55913580236117e-05,1.1973773039640303
mne_sample,kalofolias,gsp,3.526957536542812e-06,1.161892157819515e-05,4.344572839666345
mne_sample,kalofolias,tikhonov,1.7462155373189598e-05,2.470961397570898e-05,6.431616405309687
mne_sample,kalofolias,bgsrp,1.2283196565430676e-05,1.7232252940039096e-05,5.79821319734726
mne_sample,kalofolias,gsmooth,3.5269599528148494e-06,1.161892909479085e-05,4.3445671002626165
mne_sample,kalofolias,graph_time_tikhonov,1.7452605462901605e-05,2.469445695295857e-05,6.578261246289255
mne_sample,kalofolias,trss,2.7115059516148073e-06,8.918671179901752e-06,6.549922731606292
mne_sample,kalofolias,tv,3.52696216301862e-06,1.1618935930254623e-05,4.344562168967271
mne_sample,kalofolias,puy,1.848325781063374e-05,2.6130687244431243e-05,6.077828036236589
mne_sample,kalofolias,sobolev,2.9659086744433385e-05,3.746602875895996e-05,3.47797170857847
