method,mae_mean,mae_std,mae_median,time_mean_sec
trss,2.6710959180129807e-06,5.081525446899339e-08,2.6661464320938776e-06,0.039306304500011414
tv,4.007240663901752e-06,9.272030675820025e-08,3.973016384151699e-06,0.2879584490000677
mean,4.080258246527778e-06,9.309809163956536e-08,4.050709635416666e-06,0.003707877333340548
nearest,4.659288194444445e-06,5.43031924948536e-08,4.653841145833334e-06,0.007674455333396206
tikhonov,7.55701232642383e-06,4.4900892221782016e-08,7.547367079930189e-06,0.012518110666595325
graph_time_tikhonov,1.3191177247731454e-05,3.2976694541971146e-08,1.3178422408044362e-05,0.015926808833341966
temporal_laplacian,2.5315919924936764e-05,3.7475787439480344e-08,2.531197524579934e-05,7.285650072333358
