method,mae_mean,mae_std,mae_median
directed_tv,1.0997338420253855,1.4152557235090306,7.373183779157523e-06
graph_time_tikhonov,0.1836834545268112,0.2251625408853744,6.527034479775903e-06
mean,0.17918989919617548,0.22093454228370535,6.592185249003936e-06
nearest,0.21207085183951163,0.25977233294459445,9.220917028189693e-06
temporal_laplacian,0.25411073861148786,0.3134892691917233,8.382750985701514e-06
tikhonov,0.18384703457843038,0.22535738126267546,6.5288221486610105e-06
tv,0.17789374718987008,0.21902952234996714,6.578985754228693e-06
