seed,mae_python,mae_matlab,mae_gap_python_minus_matlab,relative_l2_python_vs_matlab,corr_python_vs_matlab
1,0.06908375063869777,0.06937426239574523,-0.0002905117570474597,0.14172381651706045,0.982797681340282
7,0.06752104794359894,0.06578492430880373,0.0017361236347952086,0.15632127788996988,0.98695141492172
13,0.07362093763310354,0.07392694729018233,-0.00030600965707879013,0.06400183253038132,0.9966191009199679
21,0.06858343110041845,0.06895269752703011,-0.00036926642661165576,0.1451528682095054,0.9861212202665747
42,0.06772028149587264,0.06757299267621047,0.0001472888196621669,0.07107542560270921,0.9963961698371296
