method,mae_mean,mae_std,mae_median
graph_time_tikhonov,0.1681416253795253,0.23981569693260824,7.542768500123964e-06
mean,0.18883586796748805,0.26932356093338405,8.677722207654976e-06
nearest,0.2374975465697532,0.3387055006006771,1.064326519457998e-05
temporal_laplacian,0.17771791005957452,0.2533357906471943,8.008740429552775e-06
tikhonov,0.2071530234863815,0.29539971567841405,9.398430351322876e-06
trss,0.16350426061331758,0.23327565274939105,7.316135566517937e-06
tv,0.16614747334499963,0.23694621364269644,7.5096450078114935e-06
