method,mae_mean,mae_std,mae_median
graph_time_tikhonov,1.7502469969713401e-06,0.0,1.7502469969713401e-06
linear,2.4945952593080698e-06,0.0,2.4945952593080698e-06
mean,1.8635010527247388e-06,0.0,1.8635010527247388e-06
nearest,2.4945952593080698e-06,0.0,2.4945952593080698e-06
temporal_laplacian,1.701107941128651e-06,0.0,1.701107941128651e-06
tikhonov,1.7503310312820635e-06,0.0,1.7503310312820635e-06
tv,1.8513479670233294e-06,0.0,1.8513479670233294e-06
