dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error
synthetic_broad,knn__k3,directed_tv,0.1,0,0.0042697081219217016,0.015634413961237978,13.696018118327267,,{},
synthetic_broad,knn__k3,tv,0.1,0,0.004088441441004368,0.017380036520974668,13.884422176656738,,{},
synthetic_broad,knn__k3,trss,0.1,0,0.004106440272549932,0.017349108127256818,13.865344889041323,,{},
synthetic_broad,knn__k3,heat_diffusion_temporal,0.1,0,0.004188053250576159,0.012612674126097395,13.77987804355081,,{},
synthetic_broad,knn__k3,graph_time_tikhonov,0.1,0,0.004673701598997103,0.015137004160463681,13.303390188870129,,{},
synthetic_broad,knn__k3,temporal_laplacian,0.1,0,0.004426574014977799,0.01295121175195945,13.539322691720974,,{},
synthetic_broad,knn__k3,wavelet_temporal,0.1,0,0.0053181679797090755,0.01612299500283944,12.74237948775456,,{},
synthetic_broad,knn__k3,linear,0.1,0,0.006129299816972458,0.026482080082967846,12.12589134178482,,{},
synthetic_broad,knn__k3,nearest,0.1,0,0.006931142964725405,0.026806942874441284,11.591951429241123,,{},
synthetic_broad,knn__k3,mean,0.1,0,0.006605118899787473,0.019030065827705868,11.801193599523788,,{},
synthetic_broad,knn__k3,idw,0.1,0,0.005652381378346809,0.01908292907841175,12.47768542716666,,{},
synthetic_broad,knn__k3,gsmooth,0.1,0,0.005469098026487489,0.016097651573329715,12.620842920305948,,{},
synthetic_broad,knn__k3,tikhonov,0.1,0,0.006749744445744175,0.02775135749114659,11.707126696123112,,{},
synthetic_broad,knn__k3,spherical_spline,0.1,0,0.005628212592643555,0.02264029765494027,12.496295061259193,,{},
synthetic_broad,knn__k3,rbfi_tps,0.1,0,0.005551281170381791,0.02350003796861229,12.556067749047168,,{},
synthetic_broad,knn__k3,rbfi_mq,0.1,0,0.007684872231357161,0.03352972746797647,11.143633485510104,,{},
synthetic_broad,knn__k3,spline_surface,0.1,0,0.007011953802303203,0.02623344282986747,11.541609536982067,,{},
synthetic_broad,knn__k3,puy,0.1,0,0.006218801899592949,0.01690106581482231,12.062932771857906,,{},
synthetic_broad,knn__k3,bgsrp,0.1,0,0.005566134618490729,0.015912769524027225,12.544462939979779,,{},
synthetic_broad,knn__k3,sobolev,0.1,0,0.005797295278070854,0.020830990784257125,12.3677457849829,,{},
synthetic_broad,knn__k3,directed_tv,0.2,0,0.0057258139619438125,0.022777615249341587,12.421627664711545,,{},
synthetic_broad,knn__k3,tv,0.2,0,0.004889941292535745,0.014307519738873085,13.106963544267941,,{},
synthetic_broad,knn__k3,trss,0.2,0,0.005344545369834933,0.019506140142888255,12.72089231474369,,{},
synthetic_broad,knn__k3,heat_diffusion_temporal,0.2,0,0.00482147416969358,0.013808435696674509,13.168201550957603,,{},
synthetic_broad,knn__k3,graph_time_tikhonov,0.2,0,0.005929392357567042,0.018322908245477786,12.269898104315383,,{},
synthetic_broad,knn__k3,temporal_laplacian,0.2,0,0.005273731456159577,0.021472350995520566,12.778819883129074,,{},
synthetic_broad,knn__k3,wavelet_temporal,0.2,0,0.004771303629119913,0.012379063117871862,13.213629450998063,,{},
synthetic_broad,knn__k3,linear,0.2,0,0.008516603523290029,0.02610923101384133,10.697335700858153,,{},
synthetic_broad,knn__k3,nearest,0.2,0,0.008157964748846013,0.020869218340388664,10.88418175534583,,{},
synthetic_broad,knn__k3,mean,0.2,0,0.007021509498225745,0.03047898442174011,11.535695121478916,,{},
synthetic_broad,knn__k3,idw,0.2,0,0.006687911706185434,0.022948065794426285,11.747094688721395,,{},
synthetic_broad,knn__k3,gsmooth,0.2,0,0.007216936463253472,0.030175163947582885,11.416471179766067,,{},
synthetic_broad,knn__k3,tikhonov,0.2,0,0.0070203911665943294,0.030832303829797795,11.536386887171311,,{},
synthetic_broad,knn__k3,spherical_spline,0.2,0,0.00804503425741551,0.030233794120317133,10.944721021399832,,{},
