method,mae_mean,mae_std,mae_median
graph_time_tikhonov,0.14114608238503676,0.2019729392340592,7.25164009862754e-06
mean,0.155855032712043,0.22299988155034997,7.903253606955652e-06
nearest,0.19412004296677612,0.2777035621927144,1.0036614928339548e-05
temporal_laplacian,0.15011793295822645,0.21487803967506616,7.775137965783654e-06
tikhonov,0.171004724332516,0.24465143485469565,8.824863242120476e-06
trss,0.1382049473151672,0.19778323359337624,7.116877497684787e-06
tv,0.1391962229632689,0.1992559881058533,7.119842076772899e-06
