method,mae_mean,mae_std,mae_median,time_mean_sec
trss,1.4232465496486851e-06,6.444032419985039e-07,1.7013233618170159e-06,0.03361027716668256
tv,2.3867602467498704e-06,1.4650763318555462e-06,2.4687519160674857e-06,0.3126969870000001
mean,2.4189077462090386e-06,1.5072335286753085e-06,2.4689467748006183e-06,0.0036933510000096703
tikhonov,4.217137169866333e-06,1.9765918101896003e-06,5.444766964952991e-06,0.012537771000012299
