method,missing_ratio,metric,mean,median,std,ci_lo,ci_hi,n,family
bgsrp,0.1,mae,2.4785469931276676e-05,2.4118360346028805e-05,2.11946245026475e-06,2.340075446377037e-05,2.617018539878298e-05,9,instant
bgsrp,0.1,rmse,3.7235831853420394e-05,3.6233616425874724e-05,3.184121488780323e-06,3.515553914741725e-05,3.931612455942354e-05,9,instant
bgsrp,0.1,snr,5.645339095625285,5.248973416217291,1.0292639539792987,4.972886645692143,6.3177915455584275,9,instant
bgsrp,0.2,mae,2.633454086407621e-05,2.5640049056922687e-05,2.3787119450427275e-06,2.4780449059981627e-05,2.788863266817079e-05,9,instant
bgsrp,0.2,rmse,3.797392040179047e-05,3.6972476072813425e-05,3.430058588302992e-06,3.573294879076585e-05,4.021489201281509e-05,9,instant
bgsrp,0.2,snr,5.119441861756918,5.296573377276337,1.2043264416331292,4.332615253223274,5.906268470290563,9,instant
bgsrp,0.3,mae,2.6944940587897477e-05,2.6180571471607744e-05,2.1867264017462772e-06,2.5516279338756578e-05,2.8373601837038377e-05,9,instant
bgsrp,0.3,rmse,3.961138049872001e-05,3.848769214587122e-05,3.2146759152653084e-06,3.751112556741335e-05,4.171163543002668e-05,9,instant
bgsrp,0.3,snr,4.243114589438725,3.739264409696017,1.0726533578019977,3.542314395674753,4.943914783202697,9,instant
bgsrp,0.4,mae,3.421022997424624e-05,3.46419376274085e-05,2.6214554230692183e-06,3.249754576450769e-05,3.59229141839848e-05,9,instant
bgsrp,0.4,rmse,5.3773420607110144e-05,5.445200117293148e-05,4.120540118368403e-06,5.108133439644279e-05,5.64655068177775e-05,9,instant
bgsrp,0.4,snr,3.257567541659384,3.27269784870744,0.8836440663590915,2.6802534183047775,3.8348816650139903,9,instant
directed_tv,0.1,mae,2.3187973020159885e-06,2.2316144451112033e-06,2.1295271447243854e-07,2.179668195227329e-06,2.457926408804648e-06,9,tv_time
directed_tv,0.1,rmse,1.0490422361038792e-05,1.0096000222123047e-05,9.634149202275447e-07,9.860991279823463e-06,1.1119853442254121e-05,9,tv_time
directed_tv,0.1,snr,0.8768361397056607,1.2738393455751567,1.1441295292300067,0.12933818060872304,1.6243340988025983,9,tv_time
directed_tv,0.2,mae,6.1597278193068105e-06,6.2730931513976264e-06,5.239159606911698e-07,5.817436058321913e-06,6.502019580291708e-06,9,tv_time
directed_tv,0.2,rmse,2.0016249452823624e-05,2.0384634036200773e-05,1.7024831078802985e-06,1.8903960489008496e-05,2.1128538416638752e-05,9,tv_time
directed_tv,0.2,snr,0.3086538977026948,0.3991270420032248,0.8076686391541433,-0.2190229465446788,0.8363307419500684,9,tv_time
directed_tv,0.3,mae,1.1942900570728649e-05,1.1756258067725535e-05,1.0523642366879743e-06,1.1255355936092506e-05,1.2630445205364791e-05,9,tv_time
directed_tv,0.3,rmse,3.069950270279373e-05,3.0219733823243337e-05,2.7051266597419936e-06,2.893215328509563e-05,3.2466852120491834e-05,9,tv_time
directed_tv,0.3,snr,0.94599491280364,1.003396757444687,0.6855674181932793,0.49809086625069754,1.3938989593565825,9,tv_time
directed_tv,0.4,mae,1.5355527568175243e-05,1.4777298606646099e-05,1.3544690626457162e-06,1.4470607780580042e-05,1.6240447355770443e-05,9,tv_time
directed_tv,0.4,rmse,3.4157707498746524e-05,3.287146216152015e-05,3.0129578975743153e-06,3.21892416723313e-05,3.6126173325161745e-05,9,tv_time
directed_tv,0.4,snr,0.1188900521159704,-0.24585656003996081,0.9481635084040546,-0.5005767733746787,0.7383568776066194,9,tv_time
graph_time_tikhonov,0.1,mae,1.8230681420925247e-05,1.7659121105886487e-05,1.355700476894434e-06,1.7344957109354217e-05,1.9116405732496277e-05,9,tv_time
graph_time_tikhonov,0.1,rmse,2.660832691251505e-05,2.5774114336384176e-05,1.978692987485099e-06,2.5315580827358117e-05,2.7901072997671983e-05,9,tv_time
graph_time_tikhonov,0.1,snr,8.129035846187627,8.228461505729388,1.2650054935126835,7.302565590426006,8.955506101949247,9,tv_time
graph_time_tikhonov,0.2,mae,1.9973015141204923e-05,2.0495370313552693e-05,1.5944910205895989e-06,1.8931281007753053e-05,2.1014749274656794e-05,9,tv_time
graph_time_tikhonov,0.2,rmse,2.8839051688760747e-05,2.9593280717714468e-05,2.302286792202082e-06,2.7334890984522055e-05,3.034321239299944e-05,9,tv_time
graph_time_tikhonov,0.2,snr,7.270398991042011,7.231512732267103,0.9111695978242037,6.675101520463532,7.865696461620491,9,tv_time
graph_time_tikhonov,0.3,mae,2.248863446364723e-05,2.23669303133157e-05,1.4384695823558784e-06,2.1548834336508056e-05,2.3428434590786406e-05,9,tv_time
graph_time_tikhonov,0.3,rmse,3.203104574517953e-05,3.1857699906287044e-05,2.0488431643091353e-06,3.0692468211164227e-05,3.336962327919483e-05,9,tv_time
graph_time_tikhonov,0.3,snr,6.447191660890009,6.454131493591721,1.0403935095649015,5.767467901307606,7.126915420472411,9,tv_time
graph_time_tikhonov,0.4,mae,2.7437145313822995e-05,2.8012238553272207e-05,2.22751776976637e-06,2.59818337042423e-05,2.889245692340369e-05,9,tv_time
graph_time_tikhonov,0.4,rmse,3.9123423147584346e-05,3.994346531665619e-05,3.1762823456501255e-06,3.704825201509293e-05,4.119859428007576e-05,9,tv_time
graph_time_tikhonov,0.4,snr,5.3437321126304145,5.710644232767855,1.4766331448790986,4.378998457976071,6.308465767284758,9,tv_time
gsmooth,0.1,mae,1.930409437179289e-06,1.806022158805816e-06,2.2601129847237235e-07,1.782748722177339e-06,2.078070152181239e-06,9,instant
gsmooth,0.1,rmse,8.553138643023636e-06,8.002011189507214e-06,1.0013968713024156e-06,7.898892687106057e-06,9.207384598941214e-06,9,instant
gsmooth,0.1,snr,1.8948974713988673,1.4437278308452548,1.3824701221837123,0.9916836582388419,2.798111284558893,9,instant
gsmooth,0.2,mae,5.089787871951027e-06,5.183079709243166e-06,3.4819918111890876e-07,4.862297740286673e-06,5.317278003615381e-06,9,instant
gsmooth,0.2,rmse,1.5410724830181793e-05,1.5693191382733842e-05,1.0542682526887382e-06,1.472193623842515e-05,1.6099513421938434e-05,9,instant
gsmooth,0.2,snr,3.211299815417522,3.5138460653683277,1.2691004850054826,2.3821541652139397,4.0404454656211035,9,instant
gsmooth,0.3,mae,1.0186363682080877e-05,9.990161481785147e-06,9.80725742900492e-07,9.54562286338589e-06,1.0827104500775864e-05,9,instant
gsmooth,0.3,rmse,2.312223139601444e-05,2.2676868083135124e-05,2.226169050223913e-06,2.166780094986815e-05,2.457666184216073e-05,9,instant
gsmooth,0.3,snr,4.239571980171227,4.643659437034387,1.141330022730394,3.493903031987369,4.9852409283550845,9,instant
gsmooth,0.4,mae,1.6308505145988238e-05,1.6635957099921804e-05,1.3379162819897036e-06,1.5434399841754966e-05,1.718261045022151e-05,9,instant
gsmooth,0.4,rmse,3.2364023314680675e-05,3.301384759818655e-05,2.655078031726115e-06,3.062937233395294e-05,3.409867429540841e-05,9,instant
gsmooth,0.4,snr,1.6241473957057544,0.9474107064082926,1.4847298640964963,0.6541238844960435,2.5941709069154655,9,instant
gsp,0.1,mae,1.704562734045223e-06,1.6781457176369686e-06,1.2220561654173282e-07,1.6247217312379574e-06,1.7844037368524885e-06,9,instant
gsp,0.1,rmse,7.857829561303776e-06,7.736050287177793e-06,5.633532207641859e-07,7.4897721237378416e-06,8.22588699886971e-06,9,instant
gsp,0.1,snr,2.5861007188745586,2.4897819535399717,1.2628117898032818,1.761063682869748,3.4111377548793693,9,instant
gsp,0.2,mae,5.4437007735377704e-06,5.348720616900923e-06,4.7570506825114486e-07,5.1329067956136896e-06,5.754494751461851e-06,9,instant
gsp,0.2,rmse,1.682534262274686e-05,1.6531778787360194e-05,1.470305054166503e-06,1.5864743320691412e-05,1.778594192480231e-05,9,instant
gsp,0.2,snr,2.852950275963119,2.5599549846355956,1.2460000684967898,2.0388968978785496,3.6670036540476882,9,instant
gsp,0.3,mae,1.0542673937629751e-05,1.0520222193696904e-05,1.0455241209728476e-06,9.859598178594157e-06,1.1225749696665345e-05,9,instant
gsp,0.3,rmse,2.400521103377334e-05,2.3954089387180388e-05,2.3806130506675075e-06,2.2449877174003902e-05,2.5560544893542778e-05,9,instant
gsp,0.3,snr,3.6523899135800875,3.6402243723159473,1.0570841740359584,2.961761586543261,4.343018240616914,9,instant
gsp,0.4,mae,1.8482530025862427e-05,1.757412441483212e-05,1.9333507613089705e-06,1.72194075284739e-05,1.9745652523250953e-05,9,instant
gsp,0.4,rmse,3.786242170699657e-05,3.600150568101401e-05,3.96056934466186e-06,3.527484973515082e-05,4.044999367884232e-05,9,instant
gsp,0.4,snr,0.45046827000337586,1.3210465174618178,1.449329921107934,-0.49642727845380774,1.3973638184605595,9,instant
heat_diffusion_temporal,0.1,mae,2.1036682508849945e-06,2.1099623511211787e-06,1.6886722558630852e-07,1.9933416635019395e-06,2.2139948382680495e-06,9,tv_time
heat_diffusion_temporal,0.1,rmse,9.311582844127258e-06,9.339442767265717e-06,7.474663174877189e-07,8.823238183368616e-06,9.7999275048859e-06,9,tv_time
heat_diffusion_temporal,0.1,snr,1.1015010662377227,1.3989292607230843,1.1853204938692437,0.3270916769098169,1.8759104555656285,9,tv_time
heat_diffusion_temporal,0.2,mae,5.626726176915888e-06,5.588887291771386e-06,3.932165729941313e-07,5.369824682559722e-06,5.883627671272054e-06,9,tv_time
heat_diffusion_temporal,0.2,rmse,1.796277113754498e-05,1.784197421006359e-05,1.2553053207317851e-06,1.7142638328000212e-05,1.8782903947089745e-05,9,tv_time
heat_diffusion_temporal,0.2,snr,2.615110720353662,2.424917057673254,1.1042955785943789,1.8936376090053346,3.3365838317019896,9,tv_time
heat_diffusion_temporal,0.3,mae,1.0344681059781638e-05,1.0391255218431982e-05,1.037209033166445e-06,9.66703782477956e-06,1.1022324294783715e-05,9,tv_time
heat_diffusion_temporal,0.3,rmse,2.5461510805291856e-05,2.557614444521464e-05,2.5528973636497217e-06,2.3793617861040706e-05,2.7129403749543005e-05,9,tv_time
heat_diffusion_temporal,0.3,snr,2.5521417974316964,2.956400978891447,1.1863164260274126,1.7770817324271202,3.3272018624362727,9,tv_time
heat_diffusion_temporal,0.4,mae,1.546862109171951e-05,1.5627151915622122e-05,1.3703654510409263e-06,1.4573315663706104e-05,1.6363926519732913e-05,9,tv_time
heat_diffusion_temporal,0.4,rmse,3.29242546606223e-05,3.3261680290662594e-05,2.916760377066978e-06,3.101863788093854e-05,3.482987144030606e-05,9,tv_time
heat_diffusion_temporal,0.4,snr,1.0475796977754264,0.7952050697869257,1.410661518663525,0.12594750558192336,1.9692118899689293,9,tv_time
idw,0.1,mae,2.1528544019708207e-06,2.167441498253951e-06,1.391969605523557e-07,2.061912387743282e-06,2.2437964161983596e-06,9,instant
idw,0.1,rmse,9.430929370277533e-06,9.494830521529427e-06,6.097749584573937e-07,9.032543064085369e-06,9.829315676469697e-06,9,instant
idw,0.1,snr,1.2396626962597916,1.5004026046594854,1.2574723765994376,0.4181140768814924,2.061211315638091,9,instant
idw,0.2,mae,4.983186824352812e-06,4.704692426962543e-06,4.6383405423744926e-07,4.680148575584345e-06,5.286225073121278e-06,9,instant
idw,0.2,rmse,1.6206209512870635e-05,1.530049621907826e-05,1.508470809370582e-06,1.5220675250748522e-05,1.719174377499275e-05,9,instant
idw,0.2,snr,3.3915905603508296,3.4258565346754923,0.9235996897608072,2.788172096373769,3.9950090243278904,9,instant
idw,0.3,mae,8.995677408874426e-06,8.863656481239507e-06,7.2276604853687e-07,8.523470257163672e-06,9.46788456058518e-06,9,instant
