method,mae_mean,mae_std,mae_median
graph_time_tikhonov,0.183331298323565,0.22681431694721152,2.4717739166513324e-05
mean,0.21380134653526275,0.26436977490192193,2.8855124919816513e-05
nearest,0.26615648478616244,0.32921526315754707,3.4998412113212675e-05
temporal_laplacian,0.19584203174019632,0.24236441084770627,2.6410312294276105e-05
tikhonov,0.23535464056118896,0.29119355887687354,3.133520148954533e-05
trss,0.17959423368096358,0.22227385061961905,2.389535574200031e-05
tv,0.18118374434013312,0.22405392596004828,2.4084382838599098e-05
