dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error
mne_sample_proxy,knn__k3,directed_tv,0.3,0,2.262269172829718e-07,7.928167276295602e-07,11.225914528197345,,{},
mne_sample_proxy,knn__k3,tv,0.3,0,1.7143836113526493e-07,7.427624476246324e-07,12.430277237849051,,{},
mne_sample_proxy,knn__k3,trss,0.3,0,1.959389650604282e-07,6.20080562600336e-07,11.85014920498427,,{},
mne_sample_proxy,knn__k3,heat_diffusion_temporal,0.3,0,2.0504153673732328e-07,5.684710383541723e-07,11.652938822039252,,{},
mne_sample_proxy,knn__k3,graph_time_tikhonov,0.3,0,2.2217836809152694e-07,9.062342648595155e-07,11.30433957839199,,{},
mne_sample_proxy,knn__k3,temporal_laplacian,0.3,0,1.9825327560982334e-07,6.494807912202609e-07,11.799153586899713,,{},
mne_sample_proxy,knn__k3,wavelet_temporal,0.3,0,2.0270628213141042e-07,9.004483846261541e-07,11.70268522065758,,{},
mne_sample_proxy,knn__k3,linear,0.3,0,2.6371569717643415e-07,1.0091602220181919e-06,10.559997493493448,,{},
mne_sample_proxy,knn__k3,nearest,0.3,0,2.9357257702371267e-07,1.1685913680151949e-06,10.094202453615186,,{},
mne_sample_proxy,knn__k3,mean,0.3,0,2.7980790835188236e-07,1.0998672510756745e-06,10.30275745482456,,{},
mne_sample_proxy,knn__k3,idw,0.3,0,3.0342550623130094e-07,1.2501686812194689e-06,9.950836453469432,,{},
mne_sample_proxy,knn__k3,gsmooth,0.3,0,2.9574394824494224e-07,9.531081381142872e-07,10.06219864019304,,{},
mne_sample_proxy,knn__k3,tikhonov,0.3,0,2.606944014645366e-07,6.62408734203473e-07,10.610040258720835,,{},
mne_sample_proxy,knn__k3,spherical_spline,0.3,0,3.3866210056671744e-07,1.4650549069853819e-06,9.473691327971144,,{},
mne_sample_proxy,knn__k3,rbfi_tps,0.3,0,2.95032333529667e-07,7.834667865049425e-07,10.07266116222633,,{},
mne_sample_proxy,knn__k3,rbfi_mq,0.3,0,2.8481319251362797e-07,8.345899803737268e-07,10.225756286035297,,{},
mne_sample_proxy,knn__k3,spline_surface,0.3,0,3.0806038853458737e-07,1.1719609946671752e-06,9.884998717110605,,{},
mne_sample_proxy,knn__k3,puy,0.3,0,2.8801480109610615e-07,1.2550461878490036e-06,10.177209237592546,,{},
mne_sample_proxy,knn__k3,bgsrp,0.3,0,2.5638273093750234e-07,1.0796846626387205e-06,10.682469612096071,,{},
mne_sample_proxy,knn__k3,sobolev,0.3,0,3.223413136660283e-07,8.173559087398147e-07,9.688197590584664,,{},
mne_sample_proxy,knn__k3,directed_tv,0.4,0,2.52886681661636e-07,6.43876091435908e-07,10.74209772723351,,{},
mne_sample_proxy,knn__k3,tv,0.4,0,2.4059017002038056e-07,9.932865873313218e-07,10.958578513605385,,{},
mne_sample_proxy,knn__k3,trss,0.4,0,2.0517784559710318e-07,5.760646967529729e-07,11.650052649894377,,{},
mne_sample_proxy,knn__k3,heat_diffusion_temporal,0.4,0,2.1923472804534362e-07,6.503539368183228e-07,11.362263803544696,,{},
mne_sample_proxy,knn__k3,graph_time_tikhonov,0.4,0,2.2035106037399008e-07,7.674313815598081e-07,11.340205856057384,,{},
mne_sample_proxy,knn__k3,temporal_laplacian,0.4,0,2.031086863784477e-07,6.17050922957927e-07,11.694072329829774,,{},
mne_sample_proxy,knn__k3,wavelet_temporal,0.4,0,2.3736345276378399e-07,8.152060112351065e-07,11.01721879672715,,{},
mne_sample_proxy,knn__k3,linear,0.4,0,3.7229142277669626e-07,1.3362297614098147e-06,9.062526999894821,,{},
mne_sample_proxy,knn__k3,nearest,0.4,0,3.497285478761845e-07,9.692366422844207e-07,9.33404645951445,,{},
mne_sample_proxy,knn__k3,mean,0.4,0,3.0345751824515006e-07,9.919414465693025e-07,9.950378288043552,,{},
mne_sample_proxy,knn__k3,idw,0.4,0,3.0424991865174983e-07,1.1625560070856707e-06,9.939052597494335,,{},
mne_sample_proxy,knn__k3,gsmooth,0.4,0,2.8238180228058283e-07,8.773043387259064e-07,10.262990247480502,,{},
mne_sample_proxy,knn__k3,tikhonov,0.4,0,3.426260357867306e-07,1.446785617442878e-06,9.423153691233125,,{},
mne_sample_proxy,knn__k3,spherical_spline,0.4,0,3.444409078719783e-07,1.503540279482819e-06,9.400210053156854,,{},
mne_sample_proxy,knn__k3,rbfi_tps,0.4,0,3.7231436192446327e-07,1.6074625652081707e-06,9.062259412790487,,{},
mne_sample_proxy,knn__k3,rbfi_mq,0.4,0,3.1747101415706915e-07,9.695792276463725e-07,9.754316512102651,,{},
mne_sample_proxy,knn__k3,spline_surface,0.4,0,3.202856669628393e-07,1.3826388274611637e-06,9.715982264775345,,{},
mne_sample_proxy,knn__k3,puy,0.4,0,2.86392901571805e-07,8.907327612268456e-07,10.201734809988515,,{},
mne_sample_proxy,knn__k3,bgsrp,0.4,0,3.5986075497938945e-07,1.0004015339346237e-06,9.21001243838424,,{},
mne_sample_proxy,knn__k3,sobolev,0.4,0,3.8267972095028015e-07,1.3503592222932315e-06,8.943002820171078,,{},
